"Accession"	"TotLen"	"CDSFrst"	"CDSLast"
"NM_178740"	3935	320	2833
"NM_153127"	3935	112	2943
"NM_175389"	3935	65	1057
"NM_009562"	3934	174	2918
"NM_178111"	3934	214	879
"NM_010267"	3934	76	1152
"NM_027052"	3932	122	1765
"NM_001081346"	3932	177	1985
"NM_052976"	3932	625	3033
"NM_052994"	3931	212	1483
"NM_009868"	3931	54	2408
"NM_175414"	3930	183	902
"NM_172856"	3930	80	1234
"NM_027968"	3929	144	2384
"NM_028258"	3928	151	2475
"NM_153157"	3928	93	1529
"NM_009218"	3928	398	1684
"NM_026440"	3928	80	1477
"NM_015781"	3927	685	1860
"NM_178685"	3927	122	2980
"NM_011790"	3926	306	1784
"NM_027355"	3926	684	2279
"NM_178870"	3925	736	1917
"NM_178017"	3924	121	1905
"NM_153135"	3924	299	3169
"NM_172573"	3924	29	2233
"NM_178398"	3924	176	1513
"NM_001010834"	3923	59	1363
"NM_175132"	3922	112	3039
"NM_173414"	3921	258	1520
"NM_146099"	3921	81	1163
"NM_007900"	3921	532	2748
"NM_001081421"	3920	180	1856
"NM_001008232"	3920	108	2822
"NM_022030"	3920	425	2653
"NM_022012"	3919	731	3283
"NM_009360"	3919	105	836
"NM_175459"	3917	579	3386
"NM_009677"	3916	257	2734
"NM_030203"	3916	94	1314
"NM_018766"	3916	443	1717
"NM_019677"	3915	4	3525
"NM_001013833"	3915	212	2227
"NM_008696"	3915	1	3702
"NM_019490"	3914	161	3040
"NM_021339"	3914	30	3782
"NM_020610"	3913	73	795
"NM_172338"	3913	74	2392
"NM_172678"	3913	110	1987
"NM_181411"	3912	212	2926
"NM_025832"	3911	54	2648
"NM_145732"	3911	283	3000
"NM_026522"	3910	68	1000
"NM_194344"	3909	304	3762
"NM_010197"	3909	188	655
"NM_145564"	3909	32	1915
"NM_001002897"	3908	228	2996
"NM_178760"	3908	26	1681
"NM_010811"	3907	751	3402
"NM_013771"	3907	154	2301
"NM_010629"	3907	193	2511
"NM_010139"	3907	114	3047
"NM_178629"	3906	192	1166
"NM_206856"	3906	1	3441
"NM_011729"	3906	216	3728
"NM_178701"	3906	405	2984
"NM_181273"	3905	473	3016
"NM_172663"	3904	293	2719
"NM_177699"	3904	79	3672
"NM_144524"	3904	83	2086
"NM_172498"	3903	208	3111
"NM_001042592"	3903	173	1420
"NM_178659"	3903	158	1441
"NM_133347"	3903	177	3830
"NM_029357"	3902	231	3347
"NM_023876"	3902	13	1281
"NM_009308"	3901	249	1526
"NM_177588"	3899	327	2570
"NM_178404"	3898	83	2893
"NM_021477"	3897	994	2184
"NM_153458"	3896	121	1497
"NM_015733"	3896	244	1608
"NM_053169"	3896	253	1923
"NM_007935"	3895	221	2512
"NM_010508"	3894	95	1867
"NM_177152"	3893	201	3554
"NM_153592"	3892	64	1086
"NM_019732"	3891	462	1733
"NM_172755"	3891	436	3639
"NM_007981"	3891	222	2321
"NM_178721"	3891	656	1870
"NM_178266"	3889	1069	2205
"NM_207685"	3889	242	1363
"NM_008548"	3889	518	2485
"NM_001038696"	3888	96	1640
"NM_173010"	3888	566	2854
"NM_016846"	3887	102	2408
"NM_009271"	3887	385	2010
"NM_008772"	3886	648	1769
"NM_001081076"	3886	1	3303
"NM_018861"	3885	200	1798
"NM_011372"	3885	72	989
"NM_172840"	3885	174	2549
"NM_011488"	3884	293	2674
"NM_145124"	3883	833	3598
"NM_173424"	3883	204	1718
"NM_011587"	3883	145	3549
"NM_001081328"	3882	338	2992
"NM_053269"	3882	19	1119
"NM_198092"	3882	242	2101
"NM_018851"	3882	134	2017
"NM_027135"	3881	84	3182
"NM_027379"	3881	133	1680
"NM_153168"	3881	187	2895
"NM_029425"	3880	97	1047
"NM_178745"	3880	505	1008
"NM_009149"	3880	7	3534
"NM_008002"	3880	351	980
"NM_001037859"	3875	283	3216
"NM_172870"	3875	34	3183
"NM_172924"	3875	441	3416
"NM_133776"	3874	319	3045
"NM_019679"	3873	176	3448
"NM_144826"	3871	79	1872
"NM_029169"	3871	794	3754
"NM_029546"	3871	62	2821
"NM_028784"	3871	85	2283
"NM_172838"	3870	185	1645
"NM_001025395"	3869	385	1992
"NM_009216"	3869	426	1601
"NM_175418"	3869	90	3464
"NM_183154"	3869	594	2927
"NM_031874"	3868	235	894
"NM_178794"	3867	273	707
"NM_009753"	3867	364	2871
"NM_145542"	3866	272	1864
"NM_024272"	3866	47	1132
"NM_007764"	3863	492	1403
"NM_001038699"	3863	18	644
"NM_177620"	3863	213	3155
"NM_011844"	3863	372	1283
"NM_007885"	3863	360	2579
"NM_144882"	3862	255	1931
"NM_008098"	3862	178	534
"NM_153781"	3860	73	2604
"NM_021895"	3859	98	2836
"NM_009408"	3859	334	2637
"NM_008060"	3859	12	2912
"NM_029878"	3857	44	3634
"NM_026101"	3857	289	3438
"NM_001083319"	3857	412	2034
"NM_172724"	3856	71	1864
"NM_172796"	3856	251	2983
"NM_153126"	3856	218	3292
"XM_919865"	3855	1	2841
"NM_026201"	3855	91	3531
"NM_019663"	3855	9	1964
"NM_153552"	3855	14	1987
"NM_172572"	3855	522	3005
"NM_007704"	3855	350	2188
"NM_029364"	3855	102	1736
"NM_178678"	3854	543	2291
"NM_013512"	3853	778	2838
"NM_029929"	3853	26	1822
"NM_172932"	3852	287	2764
"NM_146205"	3852	771	3551
"NM_008149"	3852	155	2638
"NM_007752"	3851	231	3416
"NM_001035246"	3851	516	1283
"NM_178751"	3851	133	885
"NM_080560"	3851	47	505
"NM_007404"	3850	14	2551
"NM_019812"	3849	48	2261
"NM_001005419"	3849	185	940
"NM_001005748"	3849	78	512
"NM_181666"	3848	62	3334
"NM_001012330"	3848	150	1745
"NM_019921"	3848	151	2139
"NM_030687"	3847	290	2302
"NM_023794"	3847	133	1665
"NM_144516"	3846	174	1820
"NM_134137"	3845	106	3642
"NM_007415"	3845	60	3104
"NM_133224"	3843	22	3624
"NM_010065"	3843	96	2690
"NM_025382"	3843	229	2223
"NM_007727"	3843	250	3312
"NM_010413"	3843	31	3480
"NM_010075"	3842	711	3125
"NM_134097"	3842	166	3267
"NM_173363"	3842	542	1831
"NM_172704"	3841	23	1006
"NM_007794"	3840	307	2517
"NM_010833"	3840	188	1921
"NM_007905"	3839	45	3077
"NM_018743"	3838	861	2231
"NM_025985"	3837	330	842
"NM_178878"	3835	33	2324
"NM_008794"	3834	608	2920
"NM_053214"	3833	136	3432
"NM_172283"	3833	62	3334
"NM_177049"	3832	460	2346
"NM_026670"	3832	333	3284
"NM_007588"	3831	555	2156
"NM_008363"	3831	177	2309
"NM_008402"	3830	221	3355
"NM_144527"	3830	125	2410
"NM_018774"	3829	57	2609
"NM_026792"	3829	282	1379
"NM_133752"	3828	199	3081
"NM_001081074"	3828	145	1932
"NM_178886"	3827	53	1090
"NM_177711"	3827	33	3776
"NM_008385"	3826	110	3091
"NM_010315"	3826	363	578
"NM_145469"	3824	14	1165
"NM_001081389"	3823	157	2805
"NM_001014423"	3822	15	3554
"NM_025734"	3822	491	2011
"NM_177084"	3822	290	2683
"NM_026236"	3821	16	2046
"NM_138585"	3820	152	2968
"NM_029850"	3820	108	740
"NM_017407"	3818	34	3531
"NM_153798"	3818	143	3646
"NM_172456"	3817	29	1135
"NM_021889"	3817	214	1689
"NM_172725"	3817	165	2588
"NM_007698"	3816	182	1564
"NM_175403"	3816	113	988
"NM_001077696"	3816	369	3716
"NM_175363"	3816	133	1071
"NM_021492"	3816	306	3554
"NM_001035526"	3815	255	3512
"NM_007584"	3814	259	2994
"NM_010412"	3813	369	3713
"NM_015751"	3813	226	2025
"NM_144843"	3813	111	1964
"NM_001001184"	3813	151	1764
"NM_172855"	3812	507	3299
"NM_010797"	3812	183	2225
"NM_001034030"	3812	100	1455
"NM_175565"	3811	171	881
"NM_023371"	3810	12	509
"NM_010608"	3810	148	1377
"NM_001040085"	3810	94	2898
"NM_027472"	3808	16	1197
"NM_178935"	3808	60	1634
"NM_153584"	3808	130	3378
"NM_198006"	3808	84	308
"NM_001039154"	3808	577	2727
"NM_181322"	3807	269	2479
"NM_001039155"	3807	613	3555
"NM_008467"	3807	293	1858
"NM_019689"	3807	81	1787
"NM_178734"	3805	384	3062
"NM_009284"	3805	286	2799
"NM_010173"	3804	246	1985
"NM_008876"	3801	453	3254
"NM_011143"	3801	267	1532
"NM_008408"	3800	132	2249
"NM_001039389"	3800	214	726
"NM_009597"	3800	194	1774
"NM_144846"	3797	304	1278
"NM_007631"	3796	233	1120
"NM_011705"	3796	102	1424
"NM_145596"	3794	528	2420
"NM_028472"	3793	566	2623
"NM_015824"	3793	36	2183
"NM_144860"	3793	681	3701
"NM_178691"	3792	279	1190
"NM_013685"	3792	527	2539
"NM_030705"	3792	1066	2154
"NM_013661"	3792	83	3364
"NM_178925"	3792	77	1123
"NM_201367"	3791	125	1672
"NM_175678"	3791	91	1206
"NM_009636"	3790	203	3589
"NM_009306"	3789	229	1494
"NM_172869"	3788	110	1897
"NM_053128"	3787	185	2539
"NM_133669"	3786	129	1172
"NM_027934"	3785	200	1927
"NM_016808"	3785	145	2004
"NM_028903"	3785	327	1802
"NM_134064"	3784	365	1384
"NM_008285"	3782	246	1712
"NM_178709"	3782	534	2540
"NM_144879"	3782	390	1262
"NM_008740"	3782	76	2310
"NM_001024458"	3782	25	2232
"NM_028596"	3781	695	2476
"NM_001001738"	3781	188	1855
"NM_001013786"	3781	393	1058
"NM_007925"	3781	14	2596
"NM_133915"	3781	155	1930
"NM_175270"	3780	94	2376
"NM_021377"	3780	18	3521
"NM_009327"	3780	194	2080
"NM_010486"	3780	172	1254
"NM_145483"	3780	95	2047
"NM_026137"	3780	112	1569
"NM_019797"	3780	879	2624
"NM_138599"	3779	149	1984
"NM_178406"	3777	134	2029
"NM_133738"	3776	414	1877
"NM_011605"	3776	270	2351
"NM_010309"	3775	4	3405
"NM_001077698"	3774	176	3460
"NM_031199"	3772	91	570
"NM_145501"	3771	68	1507
"NM_027835"	3771	235	3312
"NM_053107"	3769	519	1640
"NM_138595"	3769	159	3236
"NM_172560"	3769	1406	3394
"NM_027188"	3769	53	1339
"NM_027748"	3768	217	3015
"NM_175172"	3767	558	1928
"NM_172779"	3766	330	2915
"NM_178749"	3765	242	1438
"NM_019655"	3764	28	3486
"NM_183020"	3764	111	3260
"NM_178756"	3763	202	1179
"NM_009733"	3761	390	2981
"NM_176971"	3761	263	868
"NM_153194"	3760	477	830
"NM_145398"	3760	104	2497
"NM_001083114"	3759	133	1014
"NM_001042541"	3758	222	2795
"NM_147151"	3757	1	3519
"NM_054046"	3757	77	1423
"NM_008884"	3756	87	2513
"NM_011059"	3756	128	2116
"NM_023626"	3755	152	1417
"NM_015819"	3755	80	1480
"NM_007623"	3754	81	1640
"NM_021382"	3754	267	1625
"NM_011479"	3754	60	1742
"XM_001480810"	3754	1	3225
"NM_153591"	3753	278	1711
"NM_020279"	3753	55	447
"NM_029397"	3752	284	3262
"NM_010078"	3752	180	3053
"NM_001008702"	3752	150	1796
"NM_027695"	3752	364	1743
"XM_001479682"	3752	1	3225
"NM_028876"	3751	168	857
"NM_198864"	3751	420	3362
"NM_030725"	3751	87	1367
"NM_007417"	3750	983	2380
"NM_013699"	3749	412	1926
"NM_027874"	3749	324	1553
"NM_172551"	3749	22	3645
"NM_011806"	3748	235	2520
"NM_001001735"	3747	476	2443
"NM_009195"	3747	1	3258
"NM_133211"	3746	189	3341
"NM_011825"	3745	249	755
"NM_011759"	3745	502	1098
"NM_011903"	3744	646	2799
"NM_028716"	3743	42	1778
"NM_172469"	3743	308	2098
"NM_009285"	3743	102	845
"NM_172714"	3742	607	1866
"NM_013757"	3741	186	2207
"NM_207686"	3741	172	1215
"NM_181417"	3741	530	2869
"NM_201395"	3741	173	2044
"NM_011379"	3741	403	3519
"NM_009410"	3740	265	3276
"NM_054039"	3739	259	1548
"NM_007597"	3739	107	1882
"NM_146007"	3739	78	3182
"NM_029930"	3738	142	2910
"NM_031394"	3738	94	2826
"NM_144906"	3738	194	2614
"NM_033525"	3734	249	1985
"NM_001077507"	3733	4	3363
"NM_008168"	3733	310	3249
"NM_008420"	3733	177	2750
"NM_148673"	3732	185	1942
"NM_172716"	3732	311	1036
"NM_026689"	3732	89	1147
"NM_015818"	3732	280	1485
"NM_172619"	3731	135	3449
"NM_153143"	3730	1197	1895
"NM_178798"	3730	117	1664
"NM_009987"	3729	88	1152
"NM_053182"	3729	571	1860
"NM_198962"	3728	75	1457
"NM_133187"	3728	272	1825
"NM_178384"	3728	225	2264
"NM_008013"	3728	16	1314
"NM_028227"	3727	182	1957
"NM_172555"	3727	216	2435
"NM_173033"	3726	140	1627
"NM_146039"	3725	161	3160
"NM_008850"	3724	226	1041
"NM_145931"	3724	408	3017
"NM_001029843"	3724	102	1352
"NM_008018"	3724	276	3650
"NM_181402"	3724	225	1220
"NM_026191"	3724	112	2451
"NM_021606"	3724	132	1073
"NM_178672"	3724	134	1567
"NM_008079"	3723	9	2063
"NM_009148"	3723	4	2931
"NM_019707"	3723	58	2202
"NM_011800"	3722	221	2626
"NM_009648"	3721	185	2758
"NM_170598"	3720	252	3230
"NM_175752"	3720	436	1440
"NM_008332"	3720	225	1637
"NM_173765"	3720	316	3618
"NM_194342"	3720	229	2328
"NM_011484"	3720	186	1832
"NM_010771"	3720	201	2741
"NM_025441"	3720	58	3252
"NM_145519"	3719	99	3296
"NM_011673"	3719	95	1279
"NM_053129"	3719	185	2539
"NM_010100"	3719	260	1606
"NM_144866"	3718	189	1502
"NM_021435"	3718	201	1196
"NM_023431"	3717	168	2216
"NM_153136"	3716	103	1074
"NM_001042726"	3716	180	3101
"NM_011401"	3716	130	1611
"NM_008052"	3715	848	2731
"NM_172569"	3715	67	2499
"NM_026302"	3714	11	1393
"NM_008879"	3714	361	2244
"NM_009818"	3713	73	2793
"NM_020265"	3713	733	1512
"NM_009785"	3710	98	3373
"NM_021565"	3708	457	1983
"NM_019423"	3708	37	915
"NM_009199"	3708	77	1648
"NM_134094"	3708	473	1054
"NM_178766"	3707	284	1297
"NM_026797"	3706	242	718
"NM_027807"	3705	417	2759
"NM_023764"	3705	99	923
"NM_133167"	3705	30	1127
"NM_009755"	3705	152	3127
"NM_134156"	3705	226	2904
"NM_009565"	3704	176	1810
"NM_001013580"	3703	199	2019
"NM_172650"	3703	229	2676
"NM_178041"	3703	403	1692
"NM_172962"	3703	259	2883
"NM_178597"	3703	124	1713
"NM_001042671"	3703	206	2233
"NM_019517"	3702	41	1585
"NM_008652"	3702	195	2309
"NM_007466"	3702	156	1670
"NM_010578"	3701	180	2576
"NM_198620"	3700	341	1567
"NM_026295"	3700	122	3004
"NM_028802"	3700	203	2230
"NM_026324"	3698	374	2674
"NM_001035525"	3697	137	3394
"NM_178702"	3696	163	3375
"NM_019774"	3695	51	2114
"NM_009157"	3695	54	1247
"NM_172839"	3695	206	1345
"NM_019632"	3695	58	954
"NM_011787"	3694	180	2099
"NM_153177"	3694	38	2623
"NM_008174"	3693	373	3099
"NM_001039515"	3693	238	840
"NM_013930"	3692	110	2890
"NM_013829"	3692	131	3658
"NM_025690"	3691	51	3146
"NM_173451"	3691	923	2719
"NM_178724"	3691	452	1192
"NM_178744"	3691	482	2623
"NM_019446"	3690	758	1741
"NM_018761"	3689	75	2270
"NM_028713"	3689	524	2026
"NM_028783"	3689	7	3054
"NM_001081107"	3688	128	3337
"NM_011843"	3687	37	3315
"NM_175470"	3686	664	2013
"NM_144900"	3686	253	3324
"NM_139059"	3686	324	1571
"NM_133990"	3686	56	1330
"NM_029402"	3686	166	2286
"NM_144926"	3685	475	3246
"NM_029979"	3684	46	1596
"NM_001042623"	3683	45	2921
"NM_008862"	3683	177	407
"NM_012032"	3683	96	1514
"NM_001029836"	3683	249	1934
"NM_183180"	3682	353	1099
"NM_011266"	3682	286	1095
"NM_172453"	3682	606	2558
"NM_030678"	3681	215	2431
"NM_178640"	3681	132	1646
"NM_008516"	3681	714	2864
"NM_199145"	3681	535	1008
"NM_146190"	3681	48	3122
"NM_139299"	3680	421	2571
"NM_028335"	3680	354	2084
"NM_026002"	3680	318	2057
"NM_011986"	3680	358	2547
"NM_011223"	3679	155	1828
"NM_001038637"	3678	215	430
"NM_080644"	3678	104	931
"NM_178662"	3677	340	1458
"NM_030165"	3676	383	2011
"NM_008803"	3676	178	2649
"NM_178728"	3675	158	1348
"NM_026180"	3674	102	2123
"NM_138305"	3674	146	3583
"NM_178396"	3674	108	1172
"NM_008906"	3674	398	1876
"NM_016775"	3674	205	801
"NM_173769"	3673	55	1323
"NM_133816"	3673	343	3231
"NM_139310"	3673	78	3491
"NM_172845"	3673	392	2929
"NM_198096"	3673	225	2408
"NM_176836"	3672	249	1268
"NM_172977"	3671	60	2513
"NM_198631"	3671	43	984
"NM_173048"	3671	40	2196
"NM_008559"	3670	429	1376
"NM_028719"	3670	316	1989
"NM_001004144"	3670	172	2484
"NM_001039138"	3670	124	1680
"NM_172308"	3669	138	3071
"NM_010687"	3669	174	2444
"NM_172448"	3669	357	2330
"NM_175358"	3668	5	1018
"NM_213616"	3667	1	3618
"NM_027407"	3667	299	1594
"XM_902445"	3666	1	2652
"NM_175137"	3666	320	3499
"NM_020052"	3666	69	3062
"NM_007680"	3665	423	3467
"NM_026254"	3664	101	2155
"NM_152915"	3664	494	2707
"NM_010229"	3664	225	3227
"NM_001029844"	3664	102	1292
"NM_001040690"	3663	161	1984
"NM_198031"	3663	71	2788
"NM_010296"	3662	162	3497
"NM_024182"	3661	62	1621
"NM_138953"	3660	168	2087
"NM_173788"	3660	251	3394
"NM_146243"	3659	84	1268
"NM_178005"	3659	323	1870
"NM_146194"	3659	342	2324
"NM_173748"	3659	29	1120
"NM_172446"	3659	68	2962
"NM_009067"	3657	203	2149
"NM_007487"	3657	202	804
"NM_178420"	3657	148	3075
"NM_172288"	3657	101	3568
"NM_133249"	3656	65	3109
"NM_175488"	3655	193	1884
"NM_011678"	3655	51	2939
"NM_144944"	3655	276	1421
"NM_173016"	3655	77	1330
"NM_175930"	3655	646	3090
"NM_023200"	3653	16	1101
"NM_001035244"	3653	516	3392
"NM_198936"	3653	106	1863
"NM_133718"	3652	221	1315
"NM_001025589"	3652	286	1065
"NM_001039352"	3652	168	2276
"NM_001011874"	3652	151	2094
"NM_008737"	3652	348	3119
"NM_022415"	3651	80	541
"NM_010404"	3651	11	1807
"NM_026408"	3651	289	3033
"NM_177054"	3651	76	1284
"NM_028779"	3650	401	2797
"NM_133817"	3650	70	3240
"NM_010336"	3650	214	1308
"NM_175021"	3649	259	2322
"NM_053086"	3649	168	2273
"NM_001039353"	3649	168	2273
"NM_026439"	3648	385	3234
"NM_011182"	3647	107	1306
"NM_009773"	3646	192	3350
"NM_178639"	3646	5	1033
"NM_001039351"	3646	168	2270
"NM_001042708"	3645	193	2343
"NM_009395"	3645	238	1188
"NM_175212"	3644	300	1004
"NM_144850"	3644	405	3035
"NM_212445"	3644	78	1589
"NM_183173"	3644	289	1935
"NM_001025566"	3644	304	792
"NM_010332"	3643	413	1696
"NM_007658"	3643	412	1956
"NM_012031"	3643	226	2931
"NM_175328"	3642	435	2624
"NM_207202"	3641	310	2199
"NM_177243"	3641	111	2483
"NM_182939"	3640	247	1500
"NM_026662"	3639	109	1065
"NM_001025590"	3638	259	1167
"NM_020605"	3637	61	2295
"NM_138682"	3636	134	2092
"NM_178654"	3636	333	3284
"NM_001034085"	3636	51	2027
"NM_144905"	3636	218	1246
"NM_011864"	3635	150	2015
"NM_011594"	3635	322	984
"NM_009378"	3635	158	1891
"NM_013662"	3635	27	2687
"NM_009531"	3634	90	2882
"NM_146072"	3634	536	3340
"NM_001042523"	3634	114	1955
"NM_145376"	3633	158	1762
"NM_020578"	3633	372	1979
"NM_008055"	3632	294	1907
"XM_912399"	3632	246	959
"XM_001473047"	3632	246	959
"NM_013906"	3632	275	2992
"NM_001042487"	3631	794	2155
"NM_001014424"	3630	15	3362
"NM_172770"	3630	96	2210
"NM_027288"	3630	14	2653
"NM_029736"	3630	241	1263
"NM_030139"	3628	23	1579
"NM_020510"	3628	302	2014
"NM_022328"	3627	115	1758
"NM_138955"	3626	244	2184
"NM_001012324"	3626	226	2238
"NM_178589"	3626	443	2410
"NM_181529"	3626	128	1384
"NM_009612"	3625	258	1766
"NM_022890"	3625	293	1027
"NM_023647"	3625	1217	2296
"NM_172473"	3624	187	2916
"NM_007547"	3624	36	1565
"NM_033562"	3623	28	747
"NM_028614"	3623	51	1856
"NM_011648"	3623	35	2329
"NM_010604"	3623	169	1428
"NM_133197"	3621	120	2906
"NM_133656"	3621	116	1030
"NM_008961"	3620	185	1234
"NM_153525"	3619	149	1024
"NM_054057"	3619	61	885
"NM_031184"	3619	273	1838
"NM_009287"	3618	593	2650
"NM_176923"	3618	7	2982
"NM_178608"	3617	111	716
"NM_016679"	3617	1108	2982
"NM_176837"	3616	73	2064
"NM_026222"	3616	117	2930
"NM_001081173"	3616	32	2353
"NM_001013368"	3616	451	3033
"NM_173731"	3615	99	1130
"NM_138310"	3615	5	2833
"NM_001013771"	3615	169	3348
"NM_053110"	3614	99	1823
"NM_017383"	3613	315	3401
"NM_177672"	3612	90	1268
"NM_024267"	3611	81	3329
"NM_031249"	3611	77	1969
"NM_027885"	3611	409	1248
"NM_139227"	3611	272	2875
"NM_175317"	3610	54	3437
"NM_010720"	3610	144	1646
"NM_178680"	3610	41	2830
"NM_008047"	3609	99	1019
"NM_201352"	3609	889	2712
"NM_144522"	3608	889	2502
"NM_207667"	3608	411	1169
"NM_178027"	3608	437	1447
"NM_011767"	3607	125	3283
"NM_001042709"	3606	193	2304
"NM_197996"	3605	104	988
"NM_029153"	3605	6	1022
"NM_177092"	3605	62	622
"NM_054077"	3604	140	1276
"NM_001048229"	3604	140	616
"NM_172391"	3604	93	1088
"NM_001038592"	3603	94	564
"NM_023587"	3603	61	825
"NM_010685"	3603	153	1400
"NM_009547"	3602	330	1679
"NM_175484"	3602	393	1820
"NM_001048228"	3601	137	613
"NM_201373"	3601	263	2467
"NM_001039139"	3601	124	1611
"NM_028980"	3600	56	2683
"NM_011674"	3599	101	1726
"NM_133933"	3599	16	1842
"NM_138681"	3599	112	2898
"NM_181419"	3597	137	1783
"NM_012017"	3597	36	920
"NM_173866"	3596	96	1664
"NM_144873"	3595	267	2678
"NM_029466"	3594	165	707
"NM_176972"	3594	376	3315
"NM_007552"	3594	472	1446
"NM_139228"	3593	86	1300
"NM_011394"	3593	412	2382
"NM_011081"	3593	117	1574
"NM_173747"	3591	93	1559
"NM_011251"	3590	118	3471
"NM_016963"	3590	200	1258
"NM_146152"	3588	629	3520
"NM_027893"	3588	271	1797
"NM_012010"	3587	19	1437
"NM_016926"	3586	15	2903
"NM_009593"	3586	80	2080
"NM_027871"	3585	65	1660
"NM_175392"	3584	382	2163
"NM_080575"	3584	33	2081
"XM_483893"	3584	287	2026
"NM_025725"	3584	65	1819
"NM_010938"	3584	292	1803
"NM_026168"	3583	91	1224
"NM_027480"	3582	171	3128
"NM_001014422"	3582	15	3314
"NM_028904"	3582	377	2227
"NM_010601"	3582	1	3288
"NM_172644"	3581	517	2478
"NM_138648"	3581	59	1150
"NM_146102"	3581	234	2543
"NM_001081077"	3581	89	1702
"NM_010607"	3580	484	1719
"NM_026202"	3580	107	1024
"NM_011772"	3580	187	1947
"NM_028122"	3580	103	1257
"NM_175163"	3578	264	1766
"NM_178164"	3578	191	1762
"NM_010136"	3577	317	2440
"NM_001048227"	3577	113	589
"NM_177900"	3576	33	1235
"NM_011020"	3576	66	2582
"NM_001040396"	3575	80	667
"NM_001007465"	3575	298	1389
"NM_027400"	3575	14	1567
"NM_175534"	3575	178	1110
"NM_025912"	3573	54	626
"NM_009520"	3573	238	1407
"NM_009058"	3573	213	2771
"NM_176916"	3571	439	2049
"NM_174988"	3571	484	2925
"NM_010598"	3571	136	1239
"NM_016696"	3571	247	1920
"NM_001039721"	3570	270	2672
"NM_026337"	3569	143	3184
"NM_001081682"	3569	196	1176
"NM_011495"	3567	304	3081
"NM_172522"	3567	146	2989
"NM_146144"	3567	485	2839
"NM_009734"	3566	186	3368
"NM_028862"	3566	344	2335
"NM_023120"	3566	193	1173
"NM_018785"	3565	1	2862
"NM_030253"	3565	680	3172
"NM_001081981"	3565	1017	2501
"NM_007614"	3565	213	2558
"NM_011716"	3564	123	2795
"NM_008651"	3564	256	2511
"NM_008587"	3564	50	3034
"NM_025807"	3564	141	1667
"NM_172413"	3562	121	672
"NM_009796"	3562	159	2600
"NM_009324"	3562	493	2628
"NM_025812"	3562	91	1131
"NM_178710"	3561	199	2994
"NM_013676"	3561	35	3283
"NM_146069"	3560	1188	3353
"NM_027698"	3560	21	2087
"NM_027521"	3558	55	3057
"NM_023663"	3558	49	2409
"NM_146221"	3558	459	2111
"NM_053104"	3558	386	1735
"NM_175563"	3558	55	1161
"NM_010348"	3558	542	3259
"NM_175146"	3557	10	585
"NM_026476"	3557	152	3109
"NM_145438"	3557	152	3235
"NM_029334"	3557	156	2363
"NM_175136"	3556	303	767
"NM_178696"	3556	405	1349
"NM_010931"	3555	166	2514
"NM_178610"	3555	10	1152
"NM_011936"	3554	38	1546
"NM_027432"	3553	87	1115
"NM_001024136"	3552	27	2474
"NM_028475"	3552	117	3434
"NM_178668"	3551	295	2121
"NM_138306"	3550	154	2943
"NM_029972"	3550	37	882
"NM_029868"	3550	1174	2595
"NM_009373"	3549	93	2153
"NM_018783"	3549	301	2817
"NM_011851"	3549	47	1777
"NM_007949"	3548	17	2299
"NM_008432"	3548	34	3399
"NM_001038492"	3547	325	1749
"NM_177139"	3547	249	764
"NM_011439"	3547	339	2180
"NM_145131"	3547	18	3128
"NM_054087"	3546	199	1695
"NM_026139"	3546	811	3165
"NM_001033988"	3546	134	2011
"NM_033623"	3545	172	906
"NM_011784"	3544	243	1376
"NM_145528"	3544	344	1783
"NM_144731"	3544	26	1999
"NM_153589"	3544	167	2908
"NM_133804"	3543	154	3210
"NM_013568"	3543	230	1819
"NM_026499"	3543	127	1146
"NM_028665"	3542	849	1898
"NM_013845"	3542	429	3242
"NM_001039088"	3542	135	1217
"NM_153594"	3542	291	1370
"NM_026577"	3541	298	1581
"NM_013910"	3541	149	2479
"NM_024260"	3541	119	3013
"NM_198653"	3540	115	3153
"XM_907464"	3540	446	1321
"NM_007922"	3540	196	1485
"XM_001478981"	3540	446	1321
"NM_177909"	3539	145	2079
"NM_015792"	3539	96	3224
"NM_178873"	3539	426	2279
"NM_001017966"	3539	226	1425
"NM_013552"	3539	64	2448
"NM_153421"	3538	66	3011
"NM_028736"	3537	69	3452
"NM_001044718"	3537	294	890
"NM_010134"	3537	832	1806
"NM_146142"	3537	21	3281
"NM_172941"	3537	242	1999
"NM_001001806"	3537	254	1708
"NM_181850"	3536	365	3004
"NM_008985"	3536	83	3028
"NM_001025615"	3535	107	979
"NM_011404"	3535	90	1628
"NM_001081434"	3535	306	2681
"NM_153565"	3534	431	2515
"NM_028136"	3534	50	3055
"NM_053130"	3533	189	2567
"NM_001080129"	3533	270	1628
"NM_008442"	3532	505	2655
"NM_053201"	3532	216	2972
"NM_153457"	3530	389	2731
"NM_144558"	3529	393	1901
"NM_001077496"	3529	167	1501
"NM_015731"	3529	52	3195
"NM_138315"	3527	223	3369
"NM_015791"	3527	252	1211
"NM_175290"	3527	126	2939
"NM_175491"	3526	487	2844
"NM_026775"	3526	53	712
"NM_139269"	3523	156	644
"NM_145975"	3523	92	3175
"NM_019586"	3522	162	1118
"NM_178790"	3522	15	3254
"NM_011101"	3521	256	2274
"NM_019717"	3521	3	1754
"NM_007840"	3520	179	2026
"NM_178752"	3520	323	1483
"NM_016762"	3520	252	3065
"NM_025930"	3520	88	1992
