Accession	TotLen	CDSFrst	CDSLast
NM_057177	3618	208	3618
NM_021165	3617	313	2664
NM_006852	3616	251	2503
NM_000033	3616	387	2624
NM_019009	3615	112	936
NM_003611	3615	312	3350
NM_024798	3614	60	641
NM_017791	3614	325	1905
NM_015440	3613	269	3205
NM_014652	3613	631	3522
NM_001039888	3612	1294	2784
NM_001040260	3611	101	2401
NM_018068	3610	108	3029
NM_153267	3610	595	2655
NM_005119	3610	195	3062
NM_006846	3610	43	3237
NM_138811	3609	562	2334
NM_003454	3609	856	2043
NM_024997	3609	160	2208
NM_022918	3609	24	1400
NM_152609	3608	212	2389
NM_004759	3608	287	1399
NM_020903	3607	357	3125
NM_153347	3607	84	806
XM_001714056	3607	1	1989
NM_133452	3606	81	2351
NM_024764	3606	141	3491
NM_024658	3606	132	3377
NM_152686	3606	6	1082
NM_002687	3606	98	2251
NM_022362	3606	64	3219
NM_052932	3605	422	1048
NM_001029997	3605	1296	2819
NM_006914	3604	642	2021
NM_173464	3604	202	2073
NM_017592	3604	38	703
NM_006348	3604	52	2634
NM_052902	3602	44	3343
NM_182492	3601	2468	3226
NM_005146	3601	93	2495
NM_020865	3600	74	3100
NM_005269	3600	79	3399
NM_004363	3600	122	2230
NM_007067	3600	127	1962
NM_004656	3599	116	2305
NM_017721	3599	204	3059
NM_033129	3599	584	1507
NM_001008491	3598	422	1507
NM_004533	3598	52	3477
NM_000262	3598	470	1705
NM_004770	3597	589	3324
NM_032809	3597	187	1968
NM_018194	3597	196	1677
NM_001008211	3597	454	2187
NM_001017424	3597	381	1649
NM_133636	3596	180	3485
NM_172367	3596	340	873
NM_001010874	3595	110	1201
NM_001003795	3595	216	3065
NM_001659	3595	312	857
NM_002859	3595	75	1748
NM_032832	3594	325	1827
NM_025220	3594	88	2529
NM_001144	3594	206	2137
NM_024656	3593	13	1881
NM_007271	3593	287	1684
NM_020123	3592	218	1987
NM_001992	3592	345	1622
NM_001042543	3592	504	1853
NM_014456	3591	244	1653
NM_198567	3590	416	3034
NM_001099218	3589	25	3504
NM_004230	3589	112	1173
NM_178815	3589	255	794
NM_015350	3588	565	2976
NM_001005207	3588	408	3302
NM_005465	3588	82	1521
NM_152296	3587	155	3196
NM_001080418	3587	1	2940
NM_001012750	3587	168	1613
XM_001715322	3587	242	2479
NM_012264	3587	186	1409
NM_181836	3587	208	882
NM_017789	3585	161	2662
NM_025188	3584	589	2331
NM_178034	3584	96	2552
NM_152271	3584	64	2385
NM_005977	3584	471	2528
NM_006158	3584	98	1729
NM_024685	3583	85	2256
NM_032294	3583	149	1666
NM_014600	3583	286	1893
NM_000704	3582	30	3137
NM_015360	3582	226	3354
NM_001004051	3582	709	3225
NM_001024924	3582	315	2999
NM_173564	3581	160	2685
NM_000437	3581	181	1359
NM_024847	3581	60	2231
NM_022735	3581	48	1634
NM_004050	3580	189	770
NM_000188	3580	82	2835
NM_024749	3580	311	1246
NM_177986	3579	136	3258
NM_001316	3579	135	3050
NM_000108	3579	111	1640
NM_012232	3579	160	1332
NM_024852	3578	257	2839
NM_144721	3578	98	766
NM_001077527	3578	515	2185
NM_016559	3577	131	2011
NM_006995	3577	87	1658
NM_054110	3577	503	2422
NM_025146	3576	301	810
NM_014552	3576	142	1998
NM_004731	3575	157	1593
NM_001100417	3575	331	1380
XM_001132524	3574	277	2697
NM_002419	3574	494	3037
NM_002103	3574	181	2394
NM_181806	3573	154	3450
NM_000167	3573	116	1690
NM_018076	3572	94	3228
XM_001716926	3572	1	3489
XM_001715912	3572	372	3572
NM_001012754	3572	323	1366
NM_006778	3572	77	1522
NM_003183	3572	184	2658
NM_000436	3572	332	1894
NM_144604	3572	148	3009
NM_012098	3572	501	1982
NM_021137	3571	212	1162
NM_017999	3571	250	3468
NM_001013415	3570	178	1947
NM_000219	3570	626	1015
NM_030945	3570	88	828
NM_052916	3570	70	2109
NM_004320	3570	185	3169
NM_006425	3570	156	1916
NM_005460	3569	207	2966
NM_001013848	3568	27	2426
NM_001039885	3568	517	2004
NM_020314	3568	13	2904
NM_004721	3568	273	3173
NM_173653	3568	126	2063
NM_012154	3567	41	2620
XM_001723863	3567	415	1215
NM_022167	3567	110	2707
NM_030640	3566	633	2630
NM_016271	3566	440	1177
NM_031922	3565	736	2967
NM_022468	3565	238	1926
NM_001676	3565	188	3307
NM_199280	3564	352	3411
NM_198584	3564	52	840
NM_003580	3564	197	2950
NM_152722	3563	407	1657
NM_020447	3563	322	918
NM_030637	3563	185	2803
NM_198580	3562	51	1991
NM_001018056	3562	398	2935
NM_024677	3562	468	1895
NM_001079669	3561	161	2386
NM_003840	3561	93	1253
NM_019555	3561	128	1708
NM_173477	3561	184	1569
NM_004756	3561	169	1998
NM_032842	3560	124	1809
XM_001714983	3558	1	1401
NM_004995	3558	235	1983
NM_006391	3557	108	3224
NM_198582	3557	34	1716
NM_177454	3557	113	2593
NM_194320	3556	106	1917
NM_005342	3556	93	695
NM_001012279	3556	89	2932
NM_032169	3556	381	2723
NM_002088	3555	36	2978
NM_004673	3555	477	1952
NM_174917	3555	271	2001
NM_016231	3555	213	1796
NM_020381	3553	277	1476
XM_001719459	3553	376	657
NM_018370	3553	464	1180
XM_001719366	3552	113	1159
NM_024546	3552	60	2240
NM_032735	3552	228	2234
NM_031309	3552	113	1159
NM_007212	3551	234	1244
NM_001031672	3551	321	1268
NM_173537	3551	185	3034
NM_000065	3551	156	2960
NM_014016	3550	16	1779
NM_173519	3549	300	1364
NM_032509	3549	9	911
NM_032664	3549	357	1796
NM_018060	3549	105	3143
NM_017676	3549	83	1651
NM_015723	3548	408	2756
NM_152287	3548	273	1892
XM_001719710	3548	1383	2990
NM_001007225	3547	80	1750
NM_003741	3547	247	3114
NM_002526	3547	50	1774
XM_001723013	3547	1424	2122
NM_030961	3547	232	2499
NM_004258	3547	59	3124
NM_004530	3546	305	2287
NM_014603	3546	413	1810
NM_001100621	3545	195	1916
NM_005858	3545	62	2140
NM_145018	3545	213	3209
NM_020131	3545	25	1830
NM_170768	3544	169	1758
NM_181844	3544	63	1505
NM_001042762	3544	378	2402
NM_000609	3542	90	371
NM_001037328	3540	489	1997
NM_000391	3540	62	1753
NM_004186	3540	199	2556
XM_001715166	3540	1	1014
NM_001008744	3540	77	1903
NM_001278	3539	56	2293
NM_014667	3539	184	1056
NM_178564	3538	799	1575
NM_001079670	3538	346	1359
NM_173560	3538	64	2850
NM_001706	3537	328	2448
NM_003309	3537	288	1601
NM_152718	3536	280	3147
NM_012482	3535	108	2795
NM_033468	3534	170	1861
NM_018644	3534	262	1266
NM_001083947	3534	292	1590
NM_005914	3533	212	2803
NM_001040610	3532	170	3379
NM_001005498	3532	294	2777
NM_016573	3532	118	3030
NM_152780	3532	20	2218
NM_031475	3531	169	2733
NM_017852	3530	87	3275
NM_022475	3530	656	2758
NM_014461	3530	268	3354
NM_001018053	3529	110	1525
XM_926634	3529	1	387
NM_001402	3528	64	1452
NM_016451	3528	302	3163
NM_004630	3527	378	2297
NM_021953	3527	266	2557
NM_033540	3527	127	2352
NM_018718	3526	48	1169
NM_016323	3525	154	3228
NM_032789	3525	109	3186
NM_022899	3525	60	1934
NM_002688	3525	126	1235
XM_001718140	3525	1	1122
NM_024811	3524	101	1516
NM_007286	3524	510	3221
NM_013252	3524	198	764
NM_175856	3523	1	2649
NM_001040110	3523	101	1612
NM_001009811	3522	201	3335
NM_003855	3522	25	1650
NM_006255	3522	306	2357
NM_014390	3522	227	2959
NM_003621	3521	342	2972
NM_019843	3521	53	3010
NM_001040102	3521	440	796
NM_017870	3520	194	3268
NM_032871	3520	228	1520
NM_013373	3520	107	2404
NM_024910	3520	163	630
NM_177963	3520	65	1330
NM_173543	3520	364	2667
XM_001124828	3520	77	1906
NM_001017415	3519	329	2686
NM_018259	3519	15	3440
NM_001100411	3519	318	3233
NM_014601	3517	162	1793
NM_001098805	3517	113	2584
NM_016131	3517	505	1107
NM_001039	3516	140	2089
NM_173533	3516	251	3196
NM_033103	3516	37	2097
NM_001099407	3515	210	2468
NM_001037763	3515	118	3495
XM_001713970	3514	260	3514
NM_153034	3513	163	1185
NM_152380	3513	316	1806
NM_014480	3512	475	2622
NM_006747	3511	151	3279
NM_000243	3511	42	2387
NM_001012421	3511	113	2584
NM_032250	3511	113	2584
NM_003036	3511	73	2259
NM_139136	3510	545	2386
NM_000693	3510	105	1643
NM_024628	3510	112	2256
XM_001718840	3510	1	1857
NM_001098272	3510	208	1770
NM_031372	3510	536	1798
NM_003326	3510	157	708
NM_144607	3510	141	827
NM_182609	3509	152	1906
NM_153334	3508	106	2718
NM_030953	3508	263	1828
NM_024945	3508	409	2286
NM_152383	3507	277	2934
NM_006838	3506	135	1571
NM_003957	3506	387	2393
NM_014458	3505	180	2009
NM_005437	3505	141	1985
NM_004331	3505	125	784
NM_003334	3504	130	3306
NM_001007088	3504	310	2172
NM_001008496	3504	418	3066
NM_017660	3504	471	1943
NM_001078170	3504	244	3285
NM_153023	3503	408	2366
NM_001008393	3503	226	567
XM_001716610	3503	263	358
NM_033515	3503	90	2081
NM_001103149	3503	307	1443
NM_003176	3503	210	3140
NM_001105203	3503	230	2938
NM_004567	3503	18	1427
NM_031459	3503	354	1796
NM_145647	3502	91	3291
NM_032584	3502	70	2589
NM_031438	3502	94	1482
NM_015131	3501	33	2066
XM_001719757	3501	2791	3351
NM_194317	3501	196	711
NM_021185	3500	951	3350
NM_001098783	3500	429	803
NM_030792	3500	759	2576
NM_014203	3499	212	3145
NM_001025242	3499	80	2128
NM_003449	3499	448	2067
NM_171998	3499	280	921
NM_172373	3499	229	2088
NM_001038702	3498	444	698
NM_002197	3498	108	2777
NM_016275	3498	85	672
NM_004268	3497	276	2231
NM_004716	3497	202	2559
NM_030773	3496	270	1625
XM_001726878	3496	362	952
NM_013386	3495	215	1648
NM_005257	3494	266	2053
NM_178831	3493	8	499
NM_012129	3493	192	926
NM_006208	3493	173	2794
NM_152336	3493	81	3281
NM_005667	3493	970	3027
NM_080618	3493	83	2074
NM_001748	3492	225	2327
NM_002849	3492	417	2390
NM_001003819	3490	243	2771
NM_002230	3490	120	2357
NM_002663	3489	102	2903
NM_001503	3489	112	2634
NM_012158	3489	298	1584
NM_198947	3489	192	2396
NM_031463	3488	149	1141
NM_014004	3488	899	3361
NM_000817	3488	423	2207
NM_021948	3488	337	3072
NM_001047605	3487	8	1066
NM_014655	3486	154	1098
NM_018711	3486	173	1819
NM_001415	3486	22	1440
NM_004336	3486	93	3350
NM_002119	3485	77	829
NM_001040273	3485	155	1351
NM_002998	3485	619	1224
NM_015689	3485	146	3175
NM_147128	3485	1052	1780
NM_001017922	3485	271	1698
NM_022826	3484	123	2237
NM_176820	3484	29	3004
NM_019042	3484	220	2205
NM_203309	3484	411	3350
NM_018651	3483	417	2681
NM_016488	3483	106	1482
NM_020410	3483	1	3261
XM_001720002	3482	1378	1638
NM_006795	3482	256	1860
NM_001080396	3482	140	1516
NM_006166	3482	202	825
NM_006242	3481	367	1266
NM_182552	3481	521	3094
NM_001008756	3481	516	854
NM_153704	3480	29	2986
NM_000501	3480	92	2266
NM_001006634	3480	94	2739
NM_003162	3479	10	2352
NM_001619	3478	267	2336
NM_024535	3477	53	2830
NM_153686	3477	6	962
NM_024077	3477	81	2645
NM_003502	3477	178	2766
NM_133373	3477	115	2484
NM_152547	3477	218	1825
NM_017772	3477	147	1664
NM_153634	3476	85	1779
NM_022451	3475	89	2491
NM_024103	3475	143	1549
NM_001042589	3474	1016	2434
NM_001025091	3474	96	2633
NM_032783	3474	183	896
NM_004473	3473	661	1782
NM_138793	3473	435	1640
NM_175873	3473	282	1931
XM_001714498	3472	1	1089
NM_006803	3472	93	1349
NM_018367	3471	69	872
NM_002651	3471	70	2556
NM_001742	3470	177	1601
NM_001083536	3470	629	2806
NM_002691	3470	57	3380
NM_001570	3469	77	1954
NM_032646	3468	32	1636
NM_024996	3468	108	2363
NM_000528	3468	314	3349
NM_152450	3468	188	1294
NM_001101387	3466	296	709
NM_198458	3466	190	1686
NM_014889	3465	40	3153
NM_001098794	3465	360	3278
NM_003428	3465	565	2781
NM_022049	3465	405	1559
NM_001017423	3464	243	2624
NM_018228	3464	192	2300
NM_006502	3464	238	2379
NM_016315	3464	622	1536
NM_024979	3463	158	3112
NM_004349	3463	412	2145
NM_031217	3463	183	2879
NM_012345	3463	1	1488
NM_015434	3462	106	2994
NM_152289	3462	405	1658
NM_020235	3461	321	3056
NM_207322	3461	142	1251
NM_032434	3460	88	1791
NM_006742	3460	131	1405
NM_031282	3459	137	1684
NM_001194	3459	54	2723
XM_001721973	3459	1010	1372
NM_018323	3458	112	1557
NM_001017403	3458	1	2904
NM_014585	3457	428	2143
NM_001098531	3457	347	3118
NM_003693	3457	51	2543
NM_001017930	3457	116	1918
NM_001849	3455	83	3142
XM_001726531	3454	2458	2832
NM_004526	3453	58	2772
NM_024554	3453	1	1665
NM_021649	3453	848	1555
NM_001009814	3453	71	3190
NM_020436	3452	68	3229
NM_001453	3452	1	1662
NM_022768	3450	84	3017
NM_001943	3450	44	3400
NM_001001395	3450	164	601
NM_021196	3449	3	3416
NM_031456	3449	233	3388
NM_007204	3449	294	2768
XM_001722428	3449	1	456
XM_370876	3449	36	2117
NM_017758	3449	692	1876
NM_012255	3449	96	2948
NM_001011657	3448	312	2228
NM_003305	3448	425	2971
NM_005609	3447	818	3346
NM_003995	3447	1	3144
NM_133371	3447	204	959
NM_006186	3447	336	2132
NM_001015887	3446	248	1543
NM_001045556	3446	820	1650
NM_001014839	3446	128	2317
NM_021101	3445	221	856
XM_496076	3445	36	2117
NM_001024912	3444	114	1508
NM_001010854	3443	123	2654
NM_030952	3443	128	2014
XM_001133002	3443	245	829
NM_001102610	3442	131	3205
NM_020751	3442	51	2024
NM_001083914	3441	435	1772
NM_016179	3440	232	3165
NM_001083538	3440	53	3280
NM_001007559	3440	79	1335
NM_001104544	3440	228	1205
NM_019892	3440	386	2320
XM_001719338	3440	69	2108
XM_001724237	3439	134	532
NM_004529	3439	260	1966
NM_000340	3439	310	1884
NM_173593	3438	1	2997
NM_014622	3438	95	2455
NM_001004328	3438	73	975
NM_152696	3438	162	3389
NM_018129	3437	126	911
NM_152503	3437	333	3221
NM_018207	3436	235	1662
NM_032311	3435	100	1365
NM_001024380	3435	396	911
NM_022168	3434	223	3300
NM_145007	3434	95	3196
XM_001133294	3433	377	2104
NM_001006641	3433	121	1632
NM_000958	3432	593	2059
NM_139015	3432	482	1636
NM_004824	3432	132	1928
NM_007046	3431	1	3051
NM_003268	3431	642	3218
NM_006521	3431	239	1966
NM_003076	3431	171	1718
NM_178818	3430	183	887
NM_006591	3430	76	1476
NM_001037343	3430	250	3342
NM_006239	3430	358	2619
NM_006363	3429	444	2747
NM_173547	3429	37	1590
NM_014339	3429	134	2734
NM_022123	3428	76	2781
NM_001012267	3428	541	1407
NM_002128	3428	164	811
NM_020775	3428	137	3178
NM_002446	3428	289	3153
NM_153350	3427	204	1643
NM_001076780	3427	1	2976
XM_001721899	3427	1	3402
NM_004101	3427	186	1310
NM_001843	3427	114	3170
NM_024620	3426	238	1863
NM_000230	3426	57	560
NM_003838	3426	38	1822
NM_007007	3426	35	1690
NM_001080423	3426	1	3426
NM_006912	3425	188	847
NM_001007075	3425	153	2282
NM_014666	3425	191	2068
NM_007270	3425	135	1847
NM_017802	3424	21	2588
NM_021115	3424	157	3231
NM_002858	3423	25	2004
NM_017943	3423	188	2323
NM_018932	3422	190	2577
NM_030779	3421	81	3065
NM_001007157	3421	436	3282
NM_145068	3420	323	2695
NM_183378	3420	1	3405
NM_000429	3419	256	1443
NM_002869	3419	522	1148
NM_001024736	3419	235	1839
NM_021924	3419	106	2643
NM_000525	3418	569	1741
NM_003264	3417	220	2574
NM_005006	3417	128	2311
NM_052840	3417	311	1756
NM_030643	3417	424	1470
NM_019054	3417	115	2622
NM_019624	3417	311	2482
NM_007048	3416	353	1894
NM_001040715	3416	776	2191
NM_015621	3416	124	1014
NM_004764	3416	91	2676
NM_001098209	3415	269	2614
NM_005676	3415	380	3172
NM_001025930	3415	217	2535
NM_018330	3415	287	1657
NM_213600	3414	64	2613
NM_001047160	3414	139	1929
NM_004921	3414	19	807
NM_032131	3413	175	2778
NM_024076	3413	253	957
NM_139169	3412	62	1111
NM_005047	3411	20	1534
NM_024783	3411	101	2809
NM_002738	3411	176	2197
NM_000252	3411	55	1866
NM_003044	3410	587	2431
NM_001003818	3409	243	1793
NM_001101663	3409	664	3036
NM_144696	3408	128	3166
NM_001105543	3408	230	1708
NM_174976	3408	204	995
NM_004622	3408	236	922
NM_138967	3408	163	870
NM_001001709	3407	88	453
NM_003101	3407	64	1716
NM_181776	3407	99	1550
NM_021809	3406	174	887
NM_031426	3406	106	558
NM_022042	3405	123	2228
NM_144573	3405	298	2325
NM_001427	3405	250	1251
NM_031293	3405	133	3156
NM_021804	3405	104	2521
NM_002376	3404	597	2786
NM_032811	3404	526	1308
XM_001127723	3404	1648	2037
NM_014861	3403	90	2930
NM_012073	3403	172	1797
NM_001002021	3402	397	2880
NM_021639	3401	1012	2436
NM_033017	3401	131	1633
NM_052961	3400	100	3012
NM_152272	3399	630	1991
NM_016089	3399	67	1161
NM_005153	3399	143	2539
NM_001105528	3398	143	2746
NM_001102	3398	184	2862
NM_025194	3398	34	2085
NM_003888	3398	59	1615
NM_033102	3398	340	2001
NM_001085429	3398	112	435
NM_032246	3398	316	2025
NM_020347	3398	139	1038
NM_014405	3397	16	999
NM_001029859	3396	76	858
NM_018192	3396	199	2325
NM_004869	3396	261	1595
NM_152909	3396	251	1852
NM_005994	3396	312	2420
NM_020890	3395	69	2786
NM_001006617	3395	334	1902
NM_016607	3395	534	1673
NM_020151	3394	402	1514
NM_004051	3394	251	1282
NM_017864	3393	127	3114
NM_002213	3392	298	2697
NM_020364	3391	189	1505
NM_001077263	3391	94	1797
NM_014033	3390	289	1023
NM_018025	3390	315	3110
NM_145173	3390	137	733
NM_020428	3389	82	2202
NM_001001485	3389	181	2847
XM_928167	3389	1	1362
NM_015578	3389	78	1469
NM_032432	3388	144	1709
NM_015129	3387	266	1570
NM_130786	3386	55	1542
NM_001082533	3386	1113	2099
NM_145185	3386	66	1325
NM_002507	3386	114	1397
NM_014472	3386	296	2632
NM_021783	3385	12	905
NM_002154	3385	282	2804
NM_013355	3385	394	3063
NM_033550	3384	224	985
NM_001003891	3384	81	2447
NM_021209	3384	265	3339
NM_017801	3384	167	718
NM_023002	3383	20	1228
NM_001039844	3383	49	315
NM_019074	3383	321	2378
NM_032638	3383	333	1775
NM_173078	3383	377	2890
NM_178496	3381	328	1797
NM_012324	3381	118	2592
NM_145165	3381	75	416
XM_001131419	3381	1137	2315
NM_000786	3381	332	1861
NM_144582	3381	115	705
NM_153256	3380	155	1462
NM_017435	3380	369	2507
NM_144666	3378	280	3345
NM_005461	3378	387	1358
NM_014368	3377	1	1179
NM_032486	3377	58	606
XM_001721212	3377	1483	2013
NM_003587	3377	140	3265
NM_000127	3376	774	3014
NM_001495	3376	676	2070
NM_001017420	3376	84	1889
NM_001080431	3376	309	2705
NM_001032297	3375	233	2692
NM_001098511	3374	312	2546
NM_001031715	3373	48	3131
NM_002608	3373	1023	1748
NM_004308	3372	70	1389
NM_002052	3372	519	1847
NM_016234	3372	113	2332
NM_013243	3371	409	1815
NM_012161	3371	104	2179
NM_002389	3371	157	1335
NM_014807	3370	360	2483
NM_024649	3370	13	1794
NM_005090	3369	35	3073
NM_033647	3368	29	3292
NM_005232	3367	88	3018
NM_001076778	3367	462	896
NM_015367	3367	219	1676
XM_001723652	3366	385	930
NM_006246	3366	591	1994
NM_005550	3366	198	2699
NM_005618	3366	471	2642
NM_006301	3365	99	2678
NM_003248	3365	324	3209
NM_032207	3364	74	2047
NM_001079537	3364	336	812
NM_030911	3364	77	1621
NM_012229	3364	145	1830
NM_144698	3363	109	3114
NM_018186	3363	701	3262
NM_007101	3363	259	3015
NM_032293	3362	66	3053
NM_021628	3362	500	2635
NM_144726	3362	28	2103
XM_001715065	3360	1	1869
NM_002395	3360	107	1825
XM_001713935	3360	1	3360
NM_024594	3359	301	1413
NM_022569	3359	680	3298
NM_018067	3357	217	2742
NM_007043	3357	42	1187
NM_014790	3357	383	2815
NM_001105536	3357	55	1113
NM_144618	3356	332	1678
NM_022350	3355	123	3005
NM_005938	3354	354	1871
NM_198279	3354	1	2049
NM_017974	3354	258	2024
NM_001099335	3354	695	1687
NM_015140	3353	33	1967
NM_018392	3353	117	3305
NM_017634	3353	159	1328
NM_152411	3353	56	2404
NM_020394	3352	146	1693
XM_001714706	3352	1	2397
XM_001132080	3351	146	817
NM_183059	3351	1165	1752
NM_006056	3351	137	1417
NM_003619	3351	48	2675
NM_001033028	3351	303	2771
NM_001002026	3350	54	839
NM_001678	3350	584	1456
NM_002360	3350	212	682
NM_001003722	3350	115	2211
NM_001730	3350	325	1698
NM_004439	3349	50	3163
NM_015526	3349	209	1852
NM_001812	3349	184	3015
NM_020662	3348	123	1454
NM_001024611	3348	14	2656
NM_153184	3347	1	1314
NM_001043	3347	52	1905
NM_130807	3347	319	972
NM_001012729	3346	46	660
NM_004429	3346	790	1830
NM_020468	3346	194	2875
NM_006241	3346	226	843
NM_002232	3346	225	1952
NM_198562	3346	148	951
NM_016546	3345	18	1481
NM_198150	3345	159	1769
NM_001605	3344	111	3017
NM_052848	3344	123	1154
NM_001044305	3344	249	1652
NM_018264	3344	150	2348
NM_005483	3344	101	2971
NM_004220	3344	366	1745
NM_181644	3343	37	1581
NM_001980	3343	168	1031
NM_005375	3342	200	2122
NM_023928	3341	207	2225
NM_021965	3341	230	1933
NM_005760	3341	31	3195
NM_014398	3341	225	1475
NM_019005	3340	309	2936
NM_173083	3340	311	1987
NM_001079864	3340	159	2402
NM_134444	3339	61	3045
NM_001079512	3339	272	913
NM_016339	3339	126	1496
NM_020939	3339	68	1849
NM_021633	3338	201	1907
NM_017779	3338	26	1609
NM_017548	3338	316	1092
NM_002228	3338	1044	2039
NM_001079880	3338	479	3115
NM_018335	3337	8	2791
NM_153046	3337	35	2755
XM_001714041	3336	176	763
NM_018030	3336	870	2183
NM_002868	3336	156	803
NM_022103	3336	163	1995
NM_152606	3335	333	2315
NM_033036	3335	283	1578
NM_001042475	3335	589	3006
NM_001042403	3334	145	2283
NM_014649	3334	213	3074
NM_014584	3334	227	1633
NM_000419	3334	33	3152
NM_024894	3333	112	2028
NM_020879	3333	128	2995
NM_001102657	3333	523	3333
NM_003399	3333	245	2269
NM_002314	3332	166	2109
NM_004247	3332	32	2950
NM_006500	3332	30	1970
NM_001233	3332	393	881
NM_198511	3331	303	1469
NM_017730	3331	242	2572
NM_139176	3331	71	3100
NM_021950	3331	154	1047
XM_001125756	3331	979	1527
NM_032364	3330	205	2313
NM_003335	3330	172	3210
NM_032819	3330	21	2564
NM_001079524	3329	211	1488
NM_018103	3329	380	2956
NM_006259	3328	15	2303
NM_014940	3328	331	1974
NM_021136	3327	210	2540
NM_020963	3326	69	3080
NM_198686	3326	5	631
NM_033115	3325	328	2820
NM_001025	3325	94	525
NM_019842	3325	84	2882
NM_030630	3325	66	2432
NM_024917	3325	772	2286
NM_004856	3324	118	2688
NM_013444	3324	236	2110
NM_002482	3323	103	2469
NM_018176	3323	1	1638
NM_030791	3323	95	1420
NM_002039	3323	224	2308
NM_021956	3322	201	2927
NM_018073	3321	239	1696
NM_002819	3321	88	1761
NM_000845	3321	58	2784
NM_001931	3321	29	1972
NM_182580	3321	41	730
NM_139247	3320	7	3240
NM_001219	3320	63	1010
XM_001714318	3320	1	1896
NM_001014765	3320	499	1266
NM_016111	3319	222	2735
NM_021978	3319	194	2761
NM_005822	3318	316	909
NM_001079855	3318	283	1695
NM_002827	3318	175	1482
NM_002069	3318	338	1402
NM_001039884	3318	1427	1960
NM_145010	3318	166	936
NM_152737	3317	419	1162
NM_178520	3317	551	940
NM_004416	3317	337	2199
NM_021931	3316	12	2123
NM_020125	3316	211	1068
NM_000070	3316	307	2772
NM_024887	3315	122	1126
NM_016120	3315	211	2085
NM_001040214	3315	278	904
NM_006235	3314	524	1294
NM_001001662	3313	282	2381
NM_001008723	3313	135	2753
NM_006091	3313	30	1472
NM_007218	3312	344	2338
NM_032558	3312	270	1790
NM_017805	3311	198	3089
NM_004762	3311	72	1268
NM_005908	3311	101	2740
NM_001039886	3311	178	2889
NM_015214	3310	280	2415
NM_021141	3310	34	2232
NM_003713	3310	569	1504
NM_001006946	3309	392	1324
NM_000313	3309	147	2177
NM_022154	3309	530	1912
NM_022725	3309	32	1156
NM_145754	3309	66	2582
NM_022133	3308	343	1377
NM_001099338	3308	384	3020
NM_004943	3308	47	2071
NM_020246	3308	143	2887
NM_139318	3308	52	3018
NM_003498	3307	182	448
NM_153688	3307	165	1388
NM_138390	3307	184	1077
NM_031915	3307	826	2985
NM_001031694	3306	312	2294
NM_016023	3306	100	1071
NM_018240	3304	592	2373
NM_001037866	3304	534	3248
NM_002996	3304	68	1261
NM_019020	3303	117	2420
NM_005741	3303	331	2382
NM_024771	3303	97	810
NM_001080532	3303	1	3303
NM_002086	3303	358	1011
XM_001714984	3302	1	1650
NM_001079692	3302	566	2554
NM_178864	3302	177	2585
NM_015117	3302	30	2876
XM_001133074	3302	274	1062
NM_000819	3300	88	3120
NM_152334	3300	56	2464
NM_004651	3300	1	2892
NM_021150	3300	70	3300
NM_030628	3300	54	3113
NM_032137	3300	405	3119
NM_006200	3299	478	3219
NM_003874	3299	45	1031
NM_005831	3299	80	1420
NM_022479	3298	1	1797
NM_018206	3298	100	2490
NM_019002	3298	140	2920
NM_182562	3298	251	829
NM_001099287	3297	117	1517
NM_005415	3297	447	2486
NM_007185	3297	795	2192
NM_000782	3295	407	1951
NM_020198	3294	185	1636
NM_152709	3293	1	2970
NM_031467	3293	36	2915
NM_153026	3293	261	2756
NM_001771	3293	78	2621
NM_012434	3292	88	1575
NM_024733	3291	101	2137
NM_022904	3290	87	3122
NM_018385	3290	21	1997
NM_033088	3290	20	2533
NM_018171	3289	219	2213
NM_021067	3289	135	725
NM_032951	3288	49	2607
NM_013233	3288	161	1798
NM_004818	3288	92	2554
NM_020465	3288	109	1224
NM_000287	3287	1	2943
NM_001635	3287	70	2157
NM_005042	3287	40	540
NM_144996	3286	287	1252
NM_012099	3286	489	2021
NM_000455	3286	1116	2417
NM_001039916	3286	499	2049
NM_005785	3286	370	1323
NM_006355	3286	436	1833
NM_025219	3286	171	767
NM_198992	3286	298	1869
NM_022779	3285	153	2708
NM_033210	3285	257	1891
NM_144632	3285	147	836
NM_012128	3285	45	2804
NM_001003398	3285	82	2589
NM_006467	3285	201	872
NM_003144	3285	112	972
NM_139278	3285	290	1936
XM_001715447	3285	1	258
NM_014292	3284	64	1302
NM_018930	3284	175	2577
NM_001098173	3284	21	1499
NM_001080951	3284	764	2155
NM_014278	3284	254	2773
NM_000283	3283	44	2608
NM_005077	3283	442	2754
NM_018149	3283	43	3018
NM_006951	3283	24	2426
NM_023018	3283	223	1563
NM_003202	3283	197	1351
NM_014269	3282	623	3085
NM_001510	3282	259	3282
XM_001125734	3282	931	1479
NM_018197	3281	350	2395
NM_014927	3281	37	3141
NM_152748	3280	362	2731
NM_004482	3280	388	2289
NM_014515	3280	580	2202
NM_001109	3280	52	2622
NM_001012642	3280	15	1079
NM_018242	3279	87	1799
NM_020943	3279	301	3027
NM_002894	3279	332	3025
NM_021729	3279	43	2868
NM_175737	3279	98	3232
NM_001029851	3279	46	2412
NM_018174	3278	10	3189
NM_000128	3278	334	2211
NM_005049	3277	91	2850
NM_133263	3277	43	3114
XM_929706	3277	1	3117
NM_152592	3277	16	2943
NM_173473	3277	119	451
NM_173515	3277	506	2173
