"Transcript"	"miRNA"	"UTR_length"	"site_position"	"seed_position"	"Seed_kind"	"region12.17"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Gnucl"	"Gtotal"	"SiteAcc"	"UpsAcc"	"DwsAcc"	"SeedAcc"	"UpAU"	"site_conser"	"seed_conser"	"SiteBegin"	"line_prob"	"quad_prob"
"NM_001038999"	"miR-9"	8175	"4213-4231"	"4225-4230"	"7mer-A1"	1	1.1751	1.5179	-20.2	-5.357	-15.216	0.577	0.329	0.22	0.652	0.667	0.998684210526316	1	0.111459968602826	0.624835944937423	0.792086155254984
"NM_001039000"	"miR-103"	6015	"3310-3332"	"3326-3332"	"8mer"	0	0.851	2.7436	-23.9	-0.538	4.592	0.202	0.429	0.634	0.482	0.567	0.999347826086956	0.997857142857143	0.0185050798258345	0.624654075882877	0.706330309121548
"NM_001039000"	"miR-105"	6015	"4360-4385"	"4380-4385"	"offset-6mer"	1	1.1751	0.5654	-18.5	-3.125	-8.181	0.522	0.502	0.394	0.56	0.5	0.062576923076923	0.000666666666666667	0.399492017416546	0.437059636728629	0.506658736548594
"NM_001039000"	"miR-106a"	6015	"4366-4386"	"4380-4386"	"8mer"	0	0.851	2.7436	-20.9	-2.879	-12.172	0.506	0.467	0.359	0.557	0.5	0.00257142857142857	0.000571428571428571	0.40166908563135	0.68157948400979	0.717474303678914
"NM_001039000"	"miR-106b"	6015	"4354-4387"	"4380-4386"	"8mer"	0	0.851	2.7436	-22.2	-2.496	-8.338	0.486	0.441	0.311	0.557	0.5	0.113647058823529	0.000571428571428571	0.397314949201742	0.645619083028497	0.632701319767156
"NM_001039000"	"miR-107"	6015	"3307-3332"	"3326-3332"	"8mer"	0	0.851	2.7436	-24.3	-0.538	5.354	0.241	0.371	0.634	0.482	0.6	0.999423076923077	0.997857142857143	0.0174165457184325	0.627884116750722	0.745230308852741
"NM_001039000"	"miR-138"	6015	"5861-5878"	"5873-5878"	"offset-6mer"	0	0.851	0.5654	-20.9	-7.361	4.919	0.476	0.842	0.376	0.823	0.5	0.0107222222222222	0.0223333333333333	0.94412191582003	0.547399749221541	0.677500132324139
"NM_001039000"	"miR-15a"	6015	"3306-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-20.2	-0.464	12.714	0.232	0.371	0.634	0.397	0.6	0.999444444444444	0.9975	0.0170537010159652	0.336005284078559	0.346715356331865
"NM_001039000"	"miR-15b"	6015	"3309-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-17.7	-0.464	11.031	0.225	0.394	0.634	0.397	0.567	0.999375	0.9975	0.0181422351233672	0.342341666775862	0.358059583119113
"NM_001039000"	"miR-16"	6015	"3311-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-20.8	-0.464	9.527	0.211	0.429	0.634	0.397	0.533	0.999318181818182	0.9975	0.0188679245283019	0.337776084779874	0.299404216680381
"NM_001039000"	"miR-17"	6015	"4366-4386"	"4380-4386"	"8mer"	0	0.851	2.7436	-20.9	-2.879	-12.172	0.506	0.467	0.359	0.557	0.5	0.00257142857142857	0.000571428571428571	0.40166908563135	0.68157948400979	0.717474303678914
"NM_001039000"	"miR-1906"	6015	"3310-3333"	"3327-3332"	"7mer-A1"	0	0.851	1.5179	-31.8	-0.479	-3.4	0.209	0.429	0.668	0.397	0.567	0.99825	0.9975	0.0185050798258345	0.485702295554608	0.307718136933631
"NM_001039000"	"miR-1907"	6015	"3311-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-27.4	-0.464	2.927	0.211	0.429	0.634	0.397	0.533	0.999318181818182	0.9975	0.0188679245283019	0.344717156268193	0.213815402787247
"NM_001039000"	"miR-195"	6015	"3311-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-18.7	-0.464	11.627	0.211	0.429	0.634	0.397	0.533	0.999318181818182	0.9975	0.0188679245283019	0.335582717228936	0.330236857040556
"NM_001039000"	"miR-20a"	6015	"4366-4387"	"4380-4386"	"8mer"	0	0.851	2.7436	-22	-2.689	-13.985	0.515	0.467	0.311	0.557	0.5	0.00245454545454545	0.000571428571428571	0.40166908563135	0.678721363052508	0.703535883457921
"NM_001039000"	"miR-20b"	6015	"4366-4386"	"4380-4386"	"8mer"	0	0.851	2.7436	-21.3	-2.879	-12.572	0.506	0.467	0.359	0.557	0.5	0.00257142857142857	0.000571428571428571	0.40166908563135	0.681984725077493	0.713618793693554
"NM_001039000"	"miR-290-3p"	6015	"4368-4386"	"4380-4385"	"6mer"	0	0.851	0.8519	-15.3	-2.585	-6.24	0.521	0.442	0.359	0.56	0.567	0.00189473684210526	0.000666666666666667	0.402394775036284	0.44507410148884	0.55458245574584
"NM_001039000"	"miR-291a-3p"	6015	"4343-4386"	"4380-4385"	"6mer"	0	0.851	0.8519	-16.3	-4.835	-1.814	0.513	0.33	0.359	0.56	0.433	0.0884318181818182	0.000666666666666667	0.393323657474601	0.394702926631202	0.451075818193215
"NM_001039000"	"miR-291b-3p"	6015	"4369-4386"	"4379-4385"	"7mer-m8"	0	0.851	1.553	-17.5	-4.32	-9.093	0.519	0.442	0.359	0.551	0.567	0.00194444444444444	0.00114285714285714	0.402757619738752	0.547443353071899	0.664578943119877
"NM_001039000"	"miR-292-3p"	6015	"4362-4386"	"4380-4385"	"6mer"	0	0.851	0.8519	-22.9	-3.039	-12.32	0.498	0.555	0.359	0.56	0.533	0.03628	0.000666666666666667	0.400217706821480	0.453060139251858	0.530601147797473
"NM_001039000"	"miR-294"	6015	"4365-4386"	"4380-4385"	"6mer"	0	0.851	0.8519	-14.5	-2.543	-4.862	0.488	0.495	0.359	0.56	0.533	0.00845454545454545	0.000666666666666667	0.401306240928882	0.435435841012405	0.566721100089702
"NM_001039000"	"miR-295"	6015	"4362-4386"	"4380-4385"	"6mer"	0	0.851	0.8519	-17.9	-2.543	-7.32	0.498	0.555	0.359	0.56	0.533	0.03628	0.000666666666666667	0.400217706821480	0.445393747631123	0.555124464258594
"NM_001039000"	"miR-302a"	6015	"4354-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-18.2	-2.708	-4.332	0.478	0.441	0.394	0.56	0.5	0.12075	0.000666666666666667	0.397314949201742	0.411824285977922	0.479405258076010
"NM_001039000"	"miR-302b"	6015	"4369-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-14.2	-2.708	-6.04	0.518	0.442	0.394	0.56	0.567	0.00205882352941176	0.000666666666666667	0.402757619738752	0.45247324778402	0.580504182913722
"NM_001039000"	"miR-302d"	6015	"4362-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-15.7	-2.708	-5.367	0.496	0.555	0.394	0.56	0.533	0.0377916666666667	0.000666666666666667	0.400217706821480	0.449724156179663	0.58120897947143
"NM_001039000"	"miR-322"	6015	"3319-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-17.7	-0.464	2.41	0.242	0.331	0.634	0.397	0.5	0.998928571428571	0.9975	0.0217706821480406	0.354995615976452	0.349231369479169
"NM_001039000"	"miR-467a"	6015	"4377-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-13.6	-2.708	-10.907	0.569	0.484	0.394	0.56	0.533	0.00222222222222222	0.000666666666666667	0.405660377358491	0.483476451150084	0.638538864979341
"NM_001039000"	"miR-467b"	6015	"4377-4385"	"4380-4385"	"offset-6mer"	0	0.851	0.5654	-13.6	-2.708	-10.907	0.569	0.484	0.394	0.56	0.533	0.00222222222222222	0.000666666666666667	0.405660377358491	0.446227339390025	0.60262632177068
"NM_001039000"	"miR-467c"	6015	"4368-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-13.5	-2.708	-4.687	0.52	0.442	0.394	0.56	0.567	0.002	0.000666666666666667	0.402394775036284	0.45003613814545	0.577552309781986
"NM_001039000"	"miR-467d"	6015	"4378-4385"	"4380-4385"	"6mer"	0	0.851	0.8519	-16.8	-4.361	-14.082	0.546	0.504	0.394	0.56	0.533	0.00175	0.000666666666666667	0.406023222060958	0.490418828322733	0.660439713003449
"NM_001039000"	"miR-497"	6015	"3309-3332"	"3327-3332"	"offset-6mer"	0	0.851	0.5654	-21.6	-0.464	7.131	0.225	0.394	0.634	0.397	0.567	0.999375	0.9975	0.0181422351233672	0.346460577373033	0.29991166829286
"NM_001039000"	"miR-9"	6015	"5898-5911"	"5906-5911"	"6mer"	0	0.851	0.8519	-15.9	-4.289	2.931	0.257	0.344	0.25	0.581	0.2	0.014	0.018	0.95754716981132	0.405594529876449	0.378976529077051
"NM_001039000"	"miR-93"	6015	"4366-4386"	"4380-4386"	"8mer"	0	0.851	2.7436	-22.8	-2.879	-14.072	0.506	0.467	0.359	0.557	0.5	0.00257142857142857	0.000571428571428571	0.40166908563135	0.683501767477055	0.698794989017435
"NM_001039080"	"miR-103"	5390	"4663-4680"	"4675-4680"	"7mer-A1"	0	0.851	1.5179	-22.4	-6.459	-12.291	0.676	0.699	0.391	0.137	0.533	0.130222222222222	0.316666666666667	0.81368528959508	0.757623431593577	0.835122833010716
"NM_001039080"	"miR-107"	5390	"4663-4680"	"4675-4680"	"7mer-A1"	0	0.851	1.5179	-22.4	-6.459	-12.291	0.676	0.699	0.391	0.137	0.533	0.130222222222222	0.316666666666667	0.81368528959508	0.757623431593577	0.835122833010716
"NM_001039080"	"miR-15a"	5390	"4650-4680"	"4675-4680"	"offset-6mer"	1	1.1751	0.5654	-19.5	-6.571	-9.361	0.786	0.475	0.391	0.137	0.4	0.0758387096774194	0.316666666666667	0.810353664787289	0.658074649802375	0.610857686381316
"NM_001039080"	"miR-15b"	5390	"4650-4680"	"4675-4680"	"offset-6mer"	1	1.1751	0.5654	-19.5	-6.571	-9.361	0.786	0.475	0.391	0.137	0.4	0.0758387096774194	0.316666666666667	0.810353664787289	0.658074649802375	0.610857686381316
"NM_001039080"	"miR-16"	5390	"4660-4680"	"4675-4680"	"offset-6mer"	0	0.851	0.5654	-17.9	-0.008	-7.759	0.713	0.701	0.391	0.137	0.533	0.111809523809524	0.316666666666667	0.812916453100974	0.637407723268417	0.73884955159766
"NM_001039080"	"miR-1906"	5390	"4631-4681"	"4675-4680"	"7mer-A1"	1	1.1751	1.5179	-26.4	-6.112	-6.085	0.683	0.307	0.342	0.137	0.5	0.0996470588235294	0.316666666666667	0.805484366991287	0.70390474818765	0.649184411720058
"NM_001039080"	"miR-1907"	5390	"4664-4680"	"4675-4680"	"offset-6mer"	0	0.851	0.5654	-28.4	-7.624	-18.291	0.657	0.749	0.391	0.137	0.567	0.137823529411765	0.316666666666667	0.813941568426448	0.671412281223814	0.83317481874184
"NM_001039080"	"miR-195"	5390	"4653-4680"	"4675-4680"	"offset-6mer"	0	0.851	0.5654	-19.6	-6.119	-9.462	0.781	0.59	0.391	0.137	0.5	0.0839285714285714	0.316666666666667	0.811122501281394	0.658878476577093	0.684257794050866
"NM_001039080"	"miR-322"	5390	"4663-4680"	"4675-4680"	"offset-6mer"	0	0.851	0.5654	-20.4	-0.006	-10.291	0.676	0.699	0.391	0.137	0.533	0.130222222222222	0.316666666666667	0.81368528959508	0.630416956630354	0.758649003913984
"NM_001039080"	"miR-497"	5390	"4650-4680"	"4675-4680"	"offset-6mer"	1	1.1751	0.5654	-19.9	-6.571	-9.761	0.786	0.475	0.391	0.137	0.4	0.0758387096774194	0.316666666666667	0.810353664787289	0.658496243816458	0.613735472546049
"NM_001039087"	"miR-124"	6251	"4771-4805"	"4798-4804"	"8mer"	0	0.851	2.7436	-28.7	-0.382	4.136	0.338	0.458	0.315	0.245	0.567	0.389971428571429	0.992857142857143	0.35455734845181	0.70666940132665	0.693587948246029
"NM_001039090"	"let-7a"	6579	"6345-6361"	"6354-6360"	"8mer"	0	0.851	2.7436	-24.3	-4.427	-18.399	0.539	0.555	0.342	0.547	0.567	1	1	0.940968718466196	0.877808591151067	0.885439669072268
"NM_001039090"	"let-7a"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-25.4	-1.417	-9.255	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.787068378599669	0.850940049895854
"NM_001039090"	"let-7b"	6579	"6338-6361"	"6354-6360"	"8mer"	1	1.1751	2.7436	-29	-4.306	-13.423	0.471	0.475	0.342	0.547	0.633	0.999833333333333	1	0.93920282542886	0.869887442255364	0.92317778302092
"NM_001039090"	"let-7b"	6579	"6460-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-22.2	-3.115	-5.605	0.447	0.45	0.535	0.182	0.833	1	1	0.969979818365288	0.796016046606907	0.822220638108648
"NM_001039090"	"let-7c"	6579	"6338-6361"	"6354-6360"	"8mer"	1	1.1751	2.7436	-23	-3.837	-7.423	0.471	0.475	0.342	0.547	0.633	0.999833333333333	1	0.93920282542886	0.865843257329078	0.884340245223894
"NM_001039090"	"let-7c"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-24.1	-1.339	-7.955	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.785846252867584	0.835235306616312
"NM_001039090"	"let-7d"	6579	"6345-6360"	"6354-6360"	"8mer"	0	0.851	2.7436	-23.6	-4.318	-17.767	0.55	0.555	0.333	0.547	0.567	1	1	0.940968718466196	0.87790520003296	0.882953119438705
"NM_001039090"	"let-7d"	6579	"6463-6485"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-26.4	-1.882	-6.625	0.423	0.47	0.533	0.182	0.8	1	1	0.970736629667003	0.783835293593563	0.869455393276115
"NM_001039090"	"let-7e"	6579	"6345-6361"	"6354-6360"	"8mer"	0	0.851	2.7436	-24.3	-4.427	-18.399	0.539	0.555	0.342	0.547	0.567	1	1	0.940968718466196	0.877808591151067	0.885439669072268
"NM_001039090"	"let-7e"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-25.4	-1.406	-9.255	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.787040220324699	0.850939071866927
"NM_001039090"	"let-7f"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-23.3	-1.406	-7.155	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.78538773373572	0.824937607661012
"NM_001039090"	"let-7f"	6579	"6345-6361"	"6354-6360"	"8mer"	0	0.851	2.7436	-20.7	-4.427	-14.799	0.539	0.555	0.342	0.547	0.567	1	1	0.940968718466196	0.875987670310358	0.847162982141881
"NM_001039090"	"let-7g"	6579	"6345-6361"	"6354-6360"	"8mer"	0	0.851	2.7436	-22.6	-4.77	-16.699	0.539	0.555	0.342	0.547	0.567	1	1	0.940968718466196	0.877516134648825	0.86782415426995
"NM_001039090"	"let-7g"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-27.7	-1.684	-11.555	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.789545384429404	0.875350887680164
"NM_001039090"	"let-7i"	6579	"6336-6361"	"6354-6360"	"8mer"	1	1.1751	2.7436	-26.3	-4.151	-13.013	0.471	0.48	0.342	0.547	0.667	0.999846153846154	1	0.93869828456105	0.873973728838099	0.910079629054854
"NM_001039090"	"let-7i"	6579	"6463-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-22.8	-0.795	-6.655	0.407	0.47	0.535	0.182	0.8	1	1	0.970736629667003	0.783413638730288	0.817647968714928
"NM_001039090"	"miR-101a"	6579	"6456-6468"	"6462-6467"	"6mer"	0	0.851	0.8519	-15.5	-2.955	-11.16	0.572	0.428	0.429	0.622	0.833	1	1	0.968970736629667	0.75849447656252	0.673007847723029
"NM_001039090"	"miR-101b"	6579	"6456-6468"	"6462-6467"	"6mer"	0	0.851	0.8519	-15.5	-2.955	-11.16	0.572	0.428	0.429	0.622	0.833	1	1	0.968970736629667	0.75849447656252	0.673007847723029
"NM_001039090"	"miR-128"	6579	"6458-6468"	"6463-6468"	"6mer"	0	0.851	0.8519	-15.2	-3.205	-10.323	0.576	0.451	0.429	0.544	0.833	1	1	0.969475277497477	0.76185690023736	0.674470538851286
"NM_001039090"	"miR-144"	6579	"6454-6468"	"6461-6467"	"7mer-m8"	1	1.1751	1.553	-16	-4.339	-11.391	0.544	0.467	0.429	0.644	0.833	1	1	0.968466195761857	0.836015268215266	0.74896187306342
"NM_001039090"	"miR-202-3p"	6579	"6348-6360"	"6355-6360"	"7mer-A1"	0	0.851	1.5179	-17.8	-3.421	-12.385	0.491	0.628	0.333	0.558	0.6	1	1	0.941725529767911	0.785075765592615	0.726617740675829
"NM_001039090"	"miR-202-3p"	6579	"6464-6485"	"6479-6485"	"8mer"	0	0.851	2.7436	-24.3	-0.047	-4.572	0.401	0.497	0.533	0.158	0.8	1	1	0.970988900100908	0.868292111993487	0.891025018568183
"NM_001039090"	"miR-27a"	6579	"6436-6468"	"6463-6468"	"offset-6mer"	0	0.851	0.5654	-15	-3.861	-5.691	0.485	0.541	0.429	0.544	0.733	1	1	0.963925327951564	0.702023263046112	0.612021004696248
"NM_001039090"	"miR-27b"	6579	"6451-6468"	"6463-6468"	"offset-6mer"	0	0.851	0.5654	-14.7	-3.205	-9.439	0.565	0.464	0.429	0.544	0.867	1	1	0.967709384460141	0.73502204846624	0.64187751338373
"NM_001039090"	"miR-98"	6579	"6458-6486"	"6480-6485"	"7mer-A1"	0	0.851	1.5179	-22.3	-1.996	-4.15	0.443	0.451	0.535	0.182	0.833	1	1	0.969475277497477	0.789382735079125	0.823376150974045
"NM_001039090"	"miR-98"	6579	"6327-6361"	"6354-6360"	"8mer"	1	1.1751	2.7436	-22.3	-5.498	-9.117	0.577	0.259	0.342	0.547	0.7	0.999885714285714	1	0.936427850655903	0.874786570751936	0.903454952760293
"NM_001039094"	"miR-124"	4985	"4832-4843"	"4837-4842"	"7mer-A1"	0	0.851	1.5179	-17.1	-6.911	-11.196	0.54	0.108	0.616	0.833	0.767	1	1	0.95674300254453	0.801557237635527	0.705921977807262
"NM_001039094"	"miR-181a"	4985	"3847-3868"	"3862-3868"	"8mer"	0	0.851	2.7436	-19.2	-3.55	-2.357	0.278	0.486	0.494	0.702	0.667	0.999863636363636	1	0.678258411082839	0.80004195593812	0.728548618668503
"NM_001039094"	"miR-181b"	4985	"3839-3868"	"3862-3868"	"8mer"	1	1.1751	2.7436	-20.8	-4.961	-0.335000000000001	0.328	0.407	0.494	0.702	0.767	0.9999	1	0.675996607294317	0.823754448400516	0.833665559160485
"NM_001039094"	"miR-181c"	4985	"3847-3868"	"3862-3868"	"8mer"	0	0.851	2.7436	-16.2	-3.55	0.643000000000001	0.278	0.486	0.494	0.702	0.667	0.999863636363636	1	0.678258411082839	0.797785738047977	0.702148799994202
"NM_001039094"	"miR-181d"	4985	"3847-3868"	"3862-3868"	"8mer"	0	0.851	2.7436	-17.3	-4.644	-0.457000000000001	0.278	0.486	0.494	0.702	0.667	0.999863636363636	1	0.678258411082839	0.801289188058523	0.717087845794881
"NM_001039094"	"miR-543"	4985	"3863-3883"	"3878-3883"	"6mer"	0	0.851	0.8519	-18.3	-1.966	-12.491	0.546	0.215	0.244	0.601	0.7	1	1	0.682782018659881	0.620241429060664	0.663539472830323
"NM_001039094"	"miR-543"	4985	"3857-3868"	"3863-3868"	"offset-6mer"	0	0.851	0.5654	-18.6	-4.175	-9.527	0.494	0.257	0.494	0.677	0.7	0.999833333333333	1	0.68108566581849	0.615984300485446	0.641338077192846
"NM_001039137"	"miR-101a"	1835	"780-800"	"795-800"	"offset-6mer"	0	0.851	0.5654	-14.7	-0.211	-10.588	0.541	0.651	0.355	0.259	0.8	0.997952380952381	0.9965	0.249110320284698	0.57135745733848	0.535525266302034
"NM_001039137"	"miR-101b"	1835	"780-800"	"795-800"	"offset-6mer"	0	0.851	0.5654	-15	-0.211	-10.888	0.541	0.651	0.355	0.259	0.8	0.997952380952381	0.9965	0.249110320284698	0.571701214255081	0.534101204715324
"NM_001039137"	"miR-133a"	1835	"771-789"	"783-788"	"7mer-A1"	0	0.851	1.5179	-19.4	-3.979	-13.437	0.474	0.74	0.621	0.665	0.833	0.997105263157895	0.9975	0.242704626334520	0.729815747721516	0.695528358717015
"NM_001039137"	"miR-133b"	1835	"771-789"	"783-788"	"7mer-A1"	0	0.851	1.5179	-19.4	-3.979	-13.437	0.474	0.74	0.621	0.665	0.833	0.997105263157895	0.9975	0.242704626334520	0.729815747721516	0.695528358717015
"NM_001039137"	"miR-181a"	1835	"670-686"	"679-685"	"7mer-m8"	0	0.851	1.553	-16.5	-0.376	0.702000000000002	0.234	0.645	0.345	0.23	0.833	0.960529411764706	0.996	0.170818505338078	0.5684782305618	0.561620592972812
"NM_001039137"	"miR-181b"	1835	"670-686"	"679-685"	"7mer-m8"	0	0.851	1.553	-17.6	-0.083	-0.398	0.234	0.645	0.345	0.23	0.833	0.960529411764706	0.996	0.170818505338078	0.568642688442716	0.538843230693809
"NM_001039137"	"miR-181c"	1835	"670-686"	"679-685"	"7mer-m8"	0	0.851	1.553	-16.9	-0.376	0.302000000000003	0.234	0.645	0.345	0.23	0.833	0.960529411764706	0.996	0.170818505338078	0.568937308834921	0.555328377238221
"NM_001039137"	"miR-181d"	1835	"653-686"	"679-685"	"7mer-m8"	0	0.851	1.553	-17.7	-2.085	-4.73	0.433	0.53	0.345	0.23	0.7	0.977176470588235	0.996	0.158718861209964	0.600398439166202	0.653603251621407
"NM_001039137"	"miR-221"	1835	"619-636"	"631-636"	"offset-6mer"	0	0.851	0.5654	-16.2	-0.463	-0.851999999999999	0.225	0.387	0.642	0.029	0.7	0.990055555555556	0.999333333333333	0.134519572953737	0.434042860697809	0.292366792715578
"NM_001039137"	"miR-222"	1835	"625-636"	"631-636"	"offset-6mer"	0	0.851	0.5654	-13.5	-0.006	2.312	0.119	0.502	0.642	0.029	0.7	0.997083333333333	0.999333333333333	0.138790035587189	0.417399934070926	0.278522362774981
"NM_001039137"	"miR-26a"	1835	"657-676"	"670-675"	"7mer-A1"	0	0.851	1.5179	-13.3	-1.521	-5.705	0.493	0.681	0.224	0.36	0.7	0.96445	0.898333333333333	0.161565836298932	0.602335154573147	0.729168757499607
"NM_001039137"	"miR-26b"	1835	"655-676"	"670-675"	"7mer-A1"	0	0.851	1.5179	-16.6	-1.815	-7.924	0.512	0.615	0.224	0.36	0.7	0.967545454545454	0.898333333333333	0.160142348754448	0.599281034244103	0.707043138441897
"NM_001039137"	"miR-350"	1835	"772-778"	"772-777"	"7mer-A1"	0	0.851	1.5179	-12.4	-0.244	-3.762	0.347	0.737	0.678	0.242	0.8	0.999142857142857	0.999	0.243416370106762	0.687720003085843	0.625925902824771
"NM_001039137"	"miR-543"	1835	"674-687"	"680-686"	"7mer-m8"	0	0.851	1.553	-13.8	-0.288	-1.213	0.257	0.519	0.345	0.224	0.833	0.990285714285714	0.996285714285714	0.173665480427046	0.567421878782542	0.617004254234258
"NM_001039137"	"miR-9"	1835	"768-789"	"784-789"	"offset-6mer"	0	0.851	0.5654	-18.8	-3.388	-11.095	0.517	0.65	0.621	0.78	0.8	0.9205	0.998	0.240569395017794	0.608941886207732	0.587166087257832
"NM_001039180"	"miR-124"	4530	"3480-3502"	"3496-3502"	"7mer-m8"	0	0.851	1.553	-21.2	-1.084	-3.339	0.323	0.579	0.411	0.235	0.667	0.998347826086956	1	0.487554904831625	0.647535273168889	0.633415272420147
"NM_001039180"	"miR-125a-5p"	4530	"3502-3516"	"3510-3515"	"7mer-A1"	0	0.851	1.5179	-19.4	-3.069	-5.903	0.4	0.348	0.37	0.296	0.6	0.891866666666667	0.774	0.498291849682772	0.603323505338128	0.644987971248756
"NM_001039180"	"miR-125b-5p"	4530	"3491-3516"	"3510-3515"	"7mer-A1"	0	0.851	1.5179	-21.1	-3.069	-3.344	0.405	0.459	0.37	0.296	0.667	0.937615384615385	0.774	0.492923377257199	0.614139320053079	0.66784214196684
"NM_001039180"	"miR-193"	4530	"3472-3494"	"3489-3494"	"7mer-A1"	0	0.851	1.5179	-16.5	-4.832	-8.568	0.484	0.387	0.424	0.493	0.633	0.998173913043478	1	0.48365056124939	0.685041673650184	0.690632187643176
"NM_001039180"	"miR-193b"	4530	"3472-3494"	"3489-3494"	"7mer-A1"	0	0.851	1.5179	-15.4	-5.657	-7.468	0.484	0.387	0.424	0.493	0.633	0.998173913043478	1	0.48365056124939	0.686645567806865	0.68661848999285
"NM_001039180"	"miR-351"	4530	"3489-3516"	"3510-3515"	"7mer-A1"	0	0.851	1.5179	-22.3	-2.484	-2.588	0.399	0.429	0.37	0.296	0.733	0.942071428571429	0.774	0.49194729136164	0.610970557150796	0.666580599352616
"NM_001039180"	"miR-670"	4530	"3498-3516"	"3510-3516"	"7mer-m8"	0	0.851	1.553	-24.3	-3.069	-7.845	0.37	0.364	0.37	0.267	0.633	0.914631578947368	0.806285714285714	0.496339677891654	0.608006123466903	0.643620886565208
"NM_001039386"	"miR-103"	2949	"2910-2932"	"2927-2932"	"7mer-A1"	0	0.851	1.5179	-20.5	-1.518	-5.515	0.375	0.616	0.979	0.377	0.6	0.550565217391304	0.062	0.965425531914894	0.722060177652302	0.626514264082373
"NM_001039386"	"miR-107"	2949	"2892-2932"	"2927-2932"	"7mer-A1"	1	1.1751	1.5179	-21.9	-5.852	-5.379	0.467	0.604	0.979	0.377	0.533	0.744536585365854	0.062	0.949468085106383	0.75139341157272	0.639975709771643
"NM_001039386"	"miR-15a"	2949	"2904-2932"	"2927-2932"	"offset-6mer"	1	1.1751	0.5654	-22.5	-3.722	-6.326	0.366	0.752	0.979	0.377	0.533	0.64351724137931	0.062	0.960106382978723	0.643919495626596	0.650406715452233
"NM_001039386"	"miR-15b"	2949	"2905-2932"	"2927-2932"	"offset-6mer"	1	1.1751	0.5654	-20.6	-2.934	-1.708	0.368	0.719	0.979	0.377	0.567	0.630821428571429	0.062	0.960992907801418	0.632928046482349	0.58198275497451
"NM_001039386"	"miR-16"	2949	"2907-2932"	"2927-2932"	"offset-6mer"	0	0.851	0.5654	-17.1	-1.307	-0.783000000000001	0.391	0.64	0.979	0.377	0.6	0.602423076923077	0.062	0.962765957446808	0.607470868641349	0.52040895848781
"NM_001039386"	"miR-1906"	2949	"2917-2933"	"2926-2932"	"8mer"	0	0.851	2.7436	-25.5	-1.711	-12.133	0.268	0.588	0.987	0.329	0.633	0.346176470588235	0.0824285714285714	0.97163120567376	0.83333772825596	0.787255855217332
"NM_001039386"	"miR-1907"	2949	"2908-2932"	"2927-2932"	"offset-6mer"	0	0.851	0.5654	-29.4	-1.49	-15.102	0.395	0.617	0.979	0.377	0.6	0.58652	0.062	0.963652482269504	0.626737048501641	0.775919035723926
"NM_001039386"	"miR-195"	2949	"2909-2932"	"2927-2932"	"offset-6mer"	0	0.851	0.5654	-16.9	-1.307	-2.601	0.371	0.636	0.979	0.377	0.6	0.569291666666667	0.062	0.964539007092199	0.610003120608374	0.539833889554136
"NM_001039386"	"miR-26a"	2949	"2888-2921"	"2916-2921"	"6mer"	1	1.1751	0.8519	-14.3	-3.715	-4.281	0.575	0.503	0.423	0.299	0.5	0.936970588235294	0.685166666666667	0.945921985815603	0.693939316966343	0.604257885392065
"NM_001039386"	"miR-26b"	2949	"2894-2921"	"2916-2921"	"6mer"	1	1.1751	0.8519	-16.1	-3.724	-4.921	0.527	0.632	0.423	0.299	0.567	0.927357142857143	0.685166666666667	0.951241134751773	0.7071521459568	0.666674359067899
"NM_001039386"	"miR-322"	2949	"2909-2932"	"2927-2932"	"offset-6mer"	0	0.851	0.5654	-22.1	-1.763	-7.801	0.371	0.636	0.979	0.377	0.6	0.569291666666667	0.062	0.964539007092199	0.617418416026173	0.664316340407007
