"Transcript"	"miRNA"	"UTR_length"	"site_position"	"Seed_kind"	"region12.17"	"Ghybrid"	"Gnucl"	"Gtotal"	"SiteAcc"	"UpsAcc"	"DwsAcc"	"UpAU"	"DwAU"	"site_conser"	"SiteBegin"	"line_prob"	"quad_prob"
"NM_017589"	"miR-151-3p"	1000	"87-123"	"offset-6mer"	0	-17.7	-3.492	9.971	0.438	0.495	0.372	0.4	0.36	0.103918918918919	6.21428571428571	0.951363164694961	0.986724918569003
"NM_017589"	"miR-151-3p"	1000	"95-115"	"other"	0	-17.1	-1.214	1.042	0.387	0.416	0.446	0.48	0.36	0.157761904761905	6.78571428571429	0.961856724065863	0.959939615968265
"NM_017589"	"miR-151-5p"	1000	"11-27"	"other"	0	-17.7	-0.023	-6.676	0.383	0.117	0.314	0.3	0.64	0.00217647058823529	0.785714285714286	0.702993542932013	0.80653952747686
"NM_017589"	"miR-151-5p"	1000	"11-37"	"7mer-A1"	0	-20.5	-1.21	-9.298	0.43	0.117	0.325	0.3	0.56	0.0194074074074074	0.785714285714286	0.67132791357686	0.757507049661496
"NM_017589"	"miR-151-5p"	1000	"126-144"	"other"	0	-15.7	-0.208	5.909	0.321	0.481	0.502	0.36	0.48	0.001	9	0.98908541839826	0.997075552682912
"NM_017589"	"miR-151-5p"	1000	"140-160"	"other"	0	-17.1	-0.404	-2.612	0.354	0.412	0.472	0.4	0.68	0.00190476190476190	10	0.996052868343196	0.999994571382087
"NM_017589"	"miR-151-5p"	1000	"150-167"	"offset-6mer"	0	-17.3	-4.086	-3.339	0.472	0.431	0.365	0.36	0.72	5e-04	10.7142857142857	0.99776168712088	0.999999941663412
"NM_017589"	"miR-151-5p"	1000	"151-182"	"7mer-A1"	0	-13.5	-1.626	4.71	0.421	0.427	0.398	0.36	0.68	0.1268125	10.7857142857143	0.997383307423164	0.999999646386708
"NM_017589"	"miR-151-5p"	1000	"173-178"	"offset-6mer"	0	-6.5	-0.173	0.582	0.101	0.554	0.423	0.44	0.68	0.0288333333333333	12.3571428571429	0.998584975766928	0.999999826200695
"NM_017589"	"miR-151-5p"	1000	"175-180"	"offset-6mer"	0	-7.8	-0.252	-0.696	0.274	0.556	0.407	0.52	0.64	0.339166666666667	12.5	0.998713074210028	0.999999587481373
"NM_017589"	"miR-151-5p"	1000	"28-47"	"offset-6mer"	0	-17.6	-0.792	1.814	0.352	0.384	0.436	0.36	0.56	0.1	2	0.774095621422913	0.868258072183144
"NM_017589"	"miR-151-5p"	1000	"59-79"	"other"	0	-18.4	-4.384	-2.901	0.499	0.295	0.404	0.64	0.44	0.00142857142857143	4.21428571428571	0.909922580034111	0.985933951254608
"NM_017589"	"miR-15a"	1000	"128-153"	"other"	1	-15.4	-0.641	7.26	0.426	0.486	0.371	0.32	0.6	0.0015	9.14285714285714	0.993504060822938	0.999999225990465
"NM_017589"	"miR-15a"	1000	"181-202"	"other"	0	-15.2	-1.897	-2.38	0.378	0.368	0.36	0.64	0.68	0.998545454545455	12.9285714285714	0.999054251197682	0.999999722749725
"NM_017589"	"miR-15b"	1000	"120-153"	"other"	0	-17.6	-0.207	6.399	0.439	0.419	0.371	0.32	0.6	0.00623529411764706	8.57142857142857	0.99083042910408	0.99998583107465
"NM_017589"	"miR-15b"	1000	"180-189"	"other"	1	-15.6	-2.133	-8.935	0.443	0.378	0.361	0.6	0.68	0.9969	12.8571428571429	0.999130094411857	0.999999970267561
"NM_017589"	"miR-15b"	1000	"180-202"	"other"	1	-18.8	-2.133	-6.847	0.382	0.378	0.36	0.6	0.68	0.997782608695652	12.8571428571429	0.999084235741109	0.999999967460649
"NM_017589"	"miR-16"	1000	"111-128"	"other"	0	-15.4	-1.027	-0.529	0.424	0.396	0.441	0.36	0.36	0.0246111111111111	7.92857142857143	0.978218002147813	0.969092809808424
"NM_017589"	"miR-16"	1000	"136-153"	"other"	0	-15.8	-1.92	-0.662000000000001	0.449	0.416	0.371	0.44	0.6	0.00205555555555556	9.71428571428571	0.995173003734996	0.99999753745902
"NM_017589"	"miR-17"	1000	"113-134"	"other"	0	-15.1	-2.123	1.583	0.435	0.372	0.377	0.36	0.28	0.0195909090909091	8.07142857142857	0.976305506807697	0.962999292389765
"NM_017589"	"miR-17"	1000	"129-150"	"other"	0	-17.5	-4.113	2.043	0.426	0.471	0.429	0.32	0.56	0.00163636363636364	9.21428571428571	0.992607647120099	0.999898687100199
"NM_017589"	"miR-17"	1000	"129-154"	"other"	0	-18.6	-0.556	3.061	0.426	0.471	0.405	0.32	0.6	0.00161538461538462	9.21428571428571	0.993295297180782	0.999979862951988
"NM_017589"	"miR-17"	1000	"160-176"	"6mer"	0	-10	-4.065	-2.212	0.501	0.399	0.375	0.28	0.68	0.00294117647058824	11.4285714285714	0.998239129477736	0.999999855462834
"NM_017589"	"miR-17-3p"	1000	"2-23"	"other"	0	-16.5	-0.044	8.211	0.248	0.076	0.374	1	0.52	0.00513636363636364	0.142857142857143	0.588587531440474	0.344653882686392
"NM_017589"	"miR-17-3p"	1000	"39-62"	"other"	0	-16.5	-0.766	4.724	0.332	0.492	0.46	0.48	0.4	0.0600833333333333	2.78571428571429	0.784941829616272	0.78757191779748
"NM_017589"	"miR-17-3p"	1000	"97-121"	"other"	0	-15.3	-3.046	4.238	0.427	0.462	0.361	0.4	0.4	0.09336	6.92857142857143	0.96870931661454	0.99526722602003
"NM_017589"	"miR-181a"	1000	"136-150"	"other"	0	-15.4	-5.055	-1.482	0.427	0.416	0.429	0.44	0.56	0.00226666666666667	9.71428571428571	0.99450826314049	0.999971156543054
"NM_017589"	"miR-181a"	1000	"45-60"	"other"	0	-16.3	-0.257	-4.081	0.312	0.396	0.483	0.48	0.44	0.01575	3.21428571428571	0.831573913188133	0.816164672296644
"NM_017589"	"miR-181a"	1000	"45-64"	"other"	0	-16.7	-0.257	6.705	0.309	0.396	0.485	0.48	0.4	0.0126	3.21428571428571	0.812742373380756	0.82761434289113
"NM_017589"	"miR-181a"	1000	"45-67"	"other"	0	-17.8	-0.257	6.437	0.28	0.396	0.545	0.48	0.48	0.0109565217391304	3.21428571428571	0.832723665422666	0.860247982104225
"NM_017589"	"miR-181c"	1000	"45-63"	"other"	0	-15.4	-0.645	4.134	0.326	0.396	0.472	0.48	0.4	0.0132631578947368	3.21428571428571	0.816711001975961	0.832215773883403
"NM_017589"	"miR-181c"	1000	"45-68"	"other"	0	-17.3	-0.645	6.461	0.302	0.396	0.533	0.48	0.48	0.0105	3.21428571428571	0.8356760113971	0.877168733724838
"NM_017589"	"miR-182"	1000	"119-136"	"other"	0	-16.6	-2.229	-3.745	0.464	0.383	0.388	0.28	0.32	0.0113333333333333	8.5	0.982522717289452	0.95803344531799
"NM_017589"	"miR-182"	1000	"119-139"	"other"	0	-17.7	-2.229	-1.805	0.464	0.383	0.413	0.28	0.36	0.00980952380952381	8.5	0.983761156760347	0.976477720726795
"NM_017589"	"miR-183"	1000	"113-128"	"other"	0	-17.8	-1.861	-3.717	0.458	0.372	0.441	0.36	0.36	0.0268125	8.07142857142857	0.980296558498978	0.967494619589559
"NM_017589"	"miR-183"	1000	"52-62"	"other"	1	-15.1	-0.458	-4.042	0.494	0.222	0.46	0.6	0.4	0	3.71428571428571	0.879275463682799	0.978871432604352
"NM_017589"	"miR-183"	1000	"52-70"	"other"	1	-16.1	-0.458	1.591	0.431	0.222	0.505	0.6	0.44	0	3.71428571428571	0.880077353370137	0.980894957226409
"NM_017589"	"miR-186"	1000	"137-145"	"other"	0	-18.6	-0.349	-6.906	0.246	0.428	0.509	0.44	0.44	0.00255555555555556	9.78571428571429	0.99193575493086	0.984703990995819
"NM_017589"	"miR-186"	1000	"137-154"	"other"	0	-18.6	-0.349	-2.844	0.405	0.428	0.405	0.44	0.6	0.00222222222222222	9.78571428571429	0.995161296336724	0.999992628834697
"NM_017589"	"miR-186"	1000	"137-177"	"offset-6mer"	0	-15.1	-0.519	6.706	0.401	0.428	0.389	0.44	0.64	0.00317073170731707	9.78571428571429	0.995460127522183	0.999999358942947
"NM_017589"	"miR-186"	1000	"137-181"	"offset-6mer"	0	-15.1	-0.519	6.846	0.411	0.428	0.401	0.44	0.68	0.0687333333333333	9.78571428571429	0.995814812064994	0.999999594682718
"NM_017589"	"miR-186"	1000	"55-67"	"other"	0	-17.3	-0.352	-1.233	0.283	0.246	0.545	0.64	0.48	0	3.92857142857143	0.883844892301287	0.935372426434268
"NM_017589"	"miR-186"	1000	"9-17"	"other"	0	-17.6	-0.142	-9.058	0.243	0.082	0.462	0.375	0.48	0.007	0.642857142857143	0.571655341739738	0.548107527787337
"NM_017589"	"miR-186"	1000	"9-22"	"other"	0	-17.6	-0.142	-5.374	0.295	0.082	0.398	0.375	0.48	0.0045	0.642857142857143	0.584848192146972	0.617238640619271
"NM_017589"	"miR-186"	1000	"9-24"	"other"	0	-20.9	-0.611	-9.17	0.354	0.082	0.36	0.375	0.56	0.0039375	0.642857142857143	0.645146444663036	0.692721461901701
"NM_017589"	"miR-18a"	1000	"134-152"	"other"	0	-15.6	-0.02	-0.49	0.496	0.403	0.373	0.44	0.64	0.00178947368421053	9.57142857142857	0.995414759269815	0.999999085407
"NM_017589"	"miR-18a"	1000	"134-154"	"other"	0	-18.7	-0.02	-2.131	0.457	0.403	0.405	0.44	0.6	0.00190476190476190	9.57142857142857	0.994789501515343	0.999993116574874
"NM_017589"	"miR-18a"	1000	"148-176"	"6mer"	0	-6.7	-0.232	13.324	0.451	0.412	0.375	0.4	0.68	0.00203448275862069	10.5714285714286	0.997201145318569	0.999999974108876
"NM_017589"	"miR-18a"	1000	"54-69"	"other"	0	-16	-0.454	-0.0879999999999992	0.385	0.238	0.526	0.6	0.48	0	3.85714285714286	0.886606133787753	0.953137095299664
"NM_017589"	"miR-18a"	1000	"54-80"	"other"	0	-18	-0.454	-1.704	0.485	0.238	0.407	0.6	0.4	0.00111111111111111	3.85714285714286	0.881119891777674	0.968183517462664
"NM_017589"	"miR-18a"	1000	"9-27"	"other"	0	-16.8	-0.023	-5.102	0.37	0.082	0.314	0.375	0.64	0.00331578947368421	0.642857142857143	0.689753127833445	0.772178236228114
"NM_017589"	"miR-18a-3p"	1000	"1-10"	"other"	1	-15.1	0	-2.435	0.117	0.076	0.414	1	0.52	0.0078	0.0714285714285714	0.576224282174471	0.339763342927356
"NM_017589"	"miR-18a-3p"	1000	"1-14"	"other"	1	-17.8	0	-1.848	0.142	0.076	0.472	1	0.52	0.00707142857142857	0.0714285714285714	0.574292070122203	0.366968553007464
"NM_017589"	"miR-18a-3p"	1000	"1-17"	"other"	1	-18.2	0	-2.21	0.167	0.076	0.462	1	0.48	0.00676470588235294	0.0714285714285714	0.557712479842597	0.372909768748023
"NM_017589"	"miR-18a-3p"	1000	"1-23"	"other"	1	-18.2	0	0.140000000000001	0.241	0.076	0.374	1	0.52	0.005	0.0714285714285714	0.600626005753713	0.366980220498982
"NM_017589"	"miR-18a-3p"	1000	"1-25"	"other"	1	-19.2	0	-0.912	0.292	0.076	0.324	1	0.6	0.0046	0.0714285714285714	0.657771029446859	0.367920489781254
"NM_017589"	"miR-18a-3p"	1000	"1-29"	"other"	1	-19.3	0	-1.404	0.302	0.076	0.348	1	0.64	0.00413793103448276	0.0714285714285714	0.677807407807006	0.379432956005223
"NM_017589"	"miR-18a-3p"	1000	"139-152"	"other"	0	-15.3	-0.039	-0.837000000000002	0.454	0.407	0.373	0.44	0.64	0.00242857142857143	9.92857142857143	0.996044322780437	0.999999315387794
"NM_017589"	"miR-18a-3p"	1000	"139-159"	"other"	0	-16	-0.088	-0.661	0.339	0.407	0.494	0.44	0.72	0.002	9.92857142857143	0.99622202688044	0.999998070611444
"NM_017589"	"miR-18a-3p"	1000	"50-70"	"other"	1	-18.2	-1.9	1.858	0.396	0.318	0.505	0.56	0.44	0.000476190476190476	3.57142857142857	0.869277344179929	0.966957535910624
"NM_017589"	"miR-18a-3p"	1000	"60-67"	"other"	0	-16.3	0	-1.055	0.226	0.309	0.545	0.6	0.48	0	4.28571428571429	0.896526391092368	0.928213219289342
"NM_017589"	"miR-18a-3p"	1000	"60-76"	"other"	0	-20.1	0	-4.441	0.556	0.309	0.417	0.6	0.44	0.00170588235294118	4.28571428571429	0.9150116361965	0.983920931001282
"NM_017589"	"miR-18a-3p"	1000	"96-114"	"other"	0	-16.8	-0.221	-0.149000000000001	0.365	0.446	0.473	0.44	0.4	0.150421052631579	6.85714285714286	0.965143963133409	0.955958760092531
"NM_017589"	"miR-18a-3p"	1000	"96-121"	"other"	0	-18.7	-2.316	1.79	0.421	0.446	0.361	0.44	0.4	0.119846153846154	6.85714285714286	0.967985720106658	0.994849066855983
"NM_017589"	"miR-191"	1000	"118-156"	"other"	0	-17.1	-2.219	9.934	0.415	0.36	0.446	0.32	0.64	0.00730769230769231	8.42857142857143	0.990363576589827	0.999979898543754
"NM_017589"	"miR-196a"	1000	"10-26"	"other"	0	-16.6	-0.049	-5.328	0.406	0.077	0.314	0.333	0.6	0.00294117647058824	0.714285714285714	0.67993174898332	0.78576974844897
"NM_017589"	"miR-196a"	1000	"107-117"	"other"	0	-17.2	-2.498	-7.131	0.422	0.397	0.427	0.4	0.4	0.0183636363636364	7.64285714285714	0.978045692853236	0.984018064798864
"NM_017589"	"miR-196a"	1000	"138-163"	"other"	0	-15.7	-4.868	3.346	0.414	0.415	0.426	0.44	0.72	0.00165384615384615	9.85714285714286	0.99635852152772	0.999999781078634
"NM_017589"	"miR-196a"	1000	"155-172"	"7mer-A1"	0	-14.5	-1.834	1.271	0.48	0.393	0.352	0.36	0.72	0.000222222222222222	11.0714285714286	0.998107383412942	0.999999987575056
"NM_017589"	"miR-196a"	1000	"184-202"	"other"	0	-19.7	-1.49	-7.22	0.344	0.379	0.36	0.68	0.68	0.998894736842105	13.1428571428571	0.999156463579857	0.999999793631656
"NM_017589"	"miR-196a"	1000	"25-40"	"other"	0	-17	-1.021	-7.959	0.481	0.375	0.275	0.417	0.56	0.058625	1.78571428571429	0.793791003997013	0.91195311106374
"NM_017589"	"miR-196a"	1000	"25-46"	"other"	0	-19	-0.952	-1.065	0.381	0.375	0.397	0.417	0.52	0.0897727272727273	1.78571428571429	0.750819655269874	0.834539595511587
"NM_017589"	"miR-196a"	1000	"4-13"	"other"	0	-15.8	-0.045	2.087	0.189	0.027	0.438	0.333	0.48	0.0081	0.285714285714286	0.504738309520065	0.522545286644471
"NM_017589"	"miR-196a"	1000	"55-69"	"other"	0	-16.8	-1.233	-0.886000000000001	0.345	0.246	0.526	0.64	0.48	0	3.92857142857143	0.88914931377011	0.95416357506083
"NM_017589"	"miR-196a"	1000	"55-80"	"other"	0	-18.2	-3.339	-1.902	0.466	0.246	0.407	0.64	0.4	0.00115384615384615	3.92857142857143	0.885154950048319	0.971639592329818
"NM_017589"	"miR-196a"	1000	"95-115"	"other"	0	-15.5	-2.301	2.642	0.387	0.416	0.446	0.48	0.36	0.157761904761905	6.78571428571429	0.961665656900112	0.963865758478081
"NM_017589"	"miR-196b"	1000	"130-154"	"other"	0	-16.3	-0.091	4.743	0.427	0.47	0.405	0.36	0.6	0.00168	9.28571428571429	0.993596348689198	0.999989120300742
"NM_017589"	"miR-196b"	1000	"130-156"	"other"	0	-16.6	-0.044	4.511	0.398	0.47	0.446	0.36	0.64	0.00162962962962963	9.28571428571429	0.993927187169243	0.99998907762141
"NM_017589"	"miR-196b"	1000	"130-163"	"other"	0	-16.9	-3.991	5.506	0.427	0.47	0.426	0.36	0.72	0.00132352941176471	9.28571428571429	0.995069599402726	0.999999224803124
"NM_017589"	"miR-196b"	1000	"155-172"	"7mer-A1"	0	-14.5	-1.834	1.271	0.48	0.393	0.352	0.36	0.72	0.000222222222222222	11.0714285714286	0.998107383412942	0.999999987575056
"NM_017589"	"miR-196b"	1000	"184-202"	"other"	0	-16.7	-1.434	-4.22	0.344	0.379	0.36	0.68	0.68	0.998894736842105	13.1428571428571	0.999148168995037	0.99999984101229
"NM_017589"	"miR-196b"	1000	"2-11"	"other"	0	-16.5	-0.008	0.614999999999998	0.138	0.076	0.426	1	0.52	0.0088	0.142857142857143	0.569233462283669	0.333526097995457
"NM_017589"	"miR-196b"	1000	"2-13"	"other"	0	-20.5	-0.045	1.481	0.158	0.076	0.438	1	0.48	0.00741666666666667	0.142857142857143	0.548446331031346	0.333653318476412
"NM_017589"	"miR-196b"	1000	"25-46"	"other"	0	-17.6	-0.895	0.334999999999997	0.381	0.375	0.397	0.417	0.52	0.0897727272727273	1.78571428571429	0.749969758912912	0.841455594062039
"NM_017589"	"miR-196b"	1000	"50-65"	"other"	0	-18	-1.796	3.002	0.348	0.318	0.508	0.56	0.4	0.000625	3.57142857142857	0.845308164133556	0.86654391683692
"NM_017589"	"miR-196b"	1000	"55-68"	"other"	0	-20	-1.233	-4.082	0.32	0.246	0.533	0.64	0.48	0	3.92857142857143	0.888053115913026	0.940351359519418
"NM_017589"	"miR-196b"	1000	"55-77"	"other"	0	-20.8	-1.233	-4.502	0.514	0.246	0.406	0.64	0.44	0.00130434782608696	3.92857142857143	0.898244179644157	0.98177125897105
"NM_017589"	"miR-196b"	1000	"55-80"	"other"	0	-23.8	-1.233	-7.502	0.466	0.246	0.407	0.64	0.4	0.00115384615384615	3.92857142857143	0.886986591716256	0.96483953991158
"NM_017589"	"miR-196b"	1000	"95-115"	"other"	0	-19	-2.301	-0.858000000000001	0.387	0.416	0.446	0.48	0.36	0.157761904761905	6.78571428571429	0.962082374824914	0.954712503061833
"NM_017589"	"miR-19b"	1000	"18-28"	"other"	0	-15.1	-0.055	-8.003	0.458	0.184	0.344	0.412	0.6	0	1.28571428571429	0.754297821865044	0.861734204515589
"NM_017589"	"miR-19b"	1000	"59-70"	"other"	0	-16.7	0	-1.634	0.38	0.295	0.505	0.64	0.44	0	4.21428571428571	0.898265869293427	0.952841088561639
"NM_017589"	"miR-20a"	1000	"129-150"	"other"	0	-15.7	-4.113	3.843	0.426	0.471	0.429	0.32	0.56	0.00163636363636364	9.21428571428571	0.992564551867166	0.999917586086086
"NM_017589"	"miR-20a"	1000	"129-154"	"other"	0	-16.8	-0.556	4.861	0.426	0.471	0.405	0.32	0.6	0.00161538461538462	9.21428571428571	0.99325617466172	0.999983641881968
"NM_017589"	"miR-20a"	1000	"160-176"	"6mer"	0	-10.6	-4.065	-2.812	0.501	0.399	0.375	0.28	0.68	0.00294117647058824	11.4285714285714	0.99824256130994	0.999999842912397
"NM_017589"	"miR-21"	1000	"38-60"	"other"	0	-18.7	-0.685	-3.228	0.301	0.532	0.483	0.52	0.44	0.0675652173913043	2.71428571428571	0.796429965089932	0.744597573153
"NM_017589"	"miR-218"	1000	"185-207"	"other"	0	-15.4	-2.499	-1.565	0.381	0.386	0.326	0.72	0.64	0.99795652173913	13.2142857142857	0.999143023107662	0.999999916010778
"NM_017589"	"miR-218"	1000	"53-64"	"other"	0	-16.1	-2.047	-1.502	0.446	0.184	0.485	0.64	0.4	0	3.78571428571429	0.871261069132143	0.943557517946668
"NM_017589"	"miR-22"	1000	"118-149"	"other"	0	-18.4	-2.115	5.792	0.429	0.36	0.452	0.32	0.52	0.00865625	8.42857142857143	0.98762061016287	0.99947262415844
"NM_017589"	"miR-22"	1000	"118-154"	"6mer"	0	-19	-5.152	7.636	0.435	0.36	0.405	0.32	0.6	0.00764864864864865	8.42857142857143	0.989856217684202	0.999972253264161
"NM_017589"	"miR-22"	1000	"39-62"	"other"	0	-15.8	-0.664	5.424	0.332	0.492	0.46	0.48	0.4	0.0600833333333333	2.78571428571429	0.784558595912891	0.79246805974249
"NM_017589"	"miR-221"	1000	"100-112"	"other"	1	-15.9	-1.519	-1.472	0.335	0.448	0.459	0.4	0.44	0.00215384615384615	7.14285714285714	0.97386337468195	0.997373083666764
"NM_017589"	"miR-221"	1000	"107-116"	"other"	1	-17	-1.394	-6.839	0.42	0.397	0.44	0.4	0.4	0.0157	7.64285714285714	0.979230848936463	0.996913606465066
"NM_017589"	"miR-221"	1000	"107-122"	"other"	1	-17.7	-2.762	-6.357	0.474	0.397	0.367	0.4	0.4	0.0231875	7.64285714285714	0.98056924538238	0.99930848955126
"NM_017589"	"miR-221"	1000	"115-128"	"other"	0	-18.4	-3.159	-6.634	0.475	0.336	0.441	0.36	0.36	0.0263571428571429	8.21428571428571	0.981919173404012	0.965274058787334
"NM_017589"	"miR-221"	1000	"115-138"	"other"	0	-19.1	-3.159	-1.809	0.466	0.336	0.414	0.36	0.36	0.0154583333333333	8.21428571428571	0.981760331515696	0.986330914364924
"NM_017589"	"miR-221"	1000	"21-41"	"other"	0	-22	-7.269	-9.414	0.486	0.258	0.27	0.45	0.56	0.0558571428571429	1.5	0.770402846325444	0.887935576071067
"NM_017589"	"miR-221"	1000	"21-60"	"other"	0	-24.2	-7.316	-4.596	0.394	0.258	0.483	0.45	0.44	0.051025	1.5	0.682024166116199	0.663881648151101
"NM_017589"	"miR-221"	1000	"6-19"	"other"	0	-16.9	-0.193	0.342000000000002	0.27	0.016	0.434	0.4	0.48	0.007	0.428571428571429	0.54541428229809	0.583417674519199
"NM_017589"	"miR-221"	1000	"6-21"	"other"	0	-18	-0.119	-0.872	0.246	0.016	0.428	0.4	0.52	0.006125	0.428571428571429	0.565254752075615	0.594500505326922
"NM_017589"	"miR-221"	1000	"6-25"	"other"	0	-20.2	-0.193	-3.074	0.361	0.016	0.324	0.4	0.6	0.0049	0.428571428571429	0.641512312111442	0.704260266172211
"NM_017589"	"miR-221"	1000	"62-77"	"other"	0	-16.5	-3.52	-2.791	0.538	0.398	0.406	0.6	0.44	0.001875	4.42857142857143	0.920389569997084	0.985711397912969
"NM_017589"	"miR-222"	1000	"104-113"	"other"	0	-16.7	-0.31	-4.501	0.325	0.455	0.465	0.44	0.44	0.0052	7.42857142857143	0.976154839298627	0.985762858700841
"NM_017589"	"miR-222"	1000	"107-120"	"other"	0	-17.3	-3.129	-6.94	0.456	0.397	0.371	0.4	0.4	0.0212857142857143	7.64285714285714	0.979047732548319	0.994843134388522
"NM_017589"	"miR-222"	1000	"115-126"	"other"	0	-19.6	-3.158	-9.436	0.545	0.336	0.415	0.36	0.36	0.0306666666666667	8.21428571428571	0.983137407229467	0.979075250280474
"NM_017589"	"miR-222"	1000	"115-129"	"other"	0	-20.4	-3.158	-6.242	0.47	0.336	0.427	0.36	0.36	0.0246	8.21428571428571	0.981942296752747	0.97373858197082
"NM_017589"	"miR-222"	1000	"115-149"	"other"	0	-21.8	-3.158	4.102	0.438	0.336	0.452	0.36	0.52	0.0115714285714286	8.21428571428571	0.986561556897266	0.999472853780132
"NM_017589"	"miR-222"	1000	"54-77"	"other"	0	-16.7	-0.686	-0.404	0.533	0.238	0.406	0.6	0.44	0.00125	3.85714285714286	0.893416550101964	0.982542147452293
"NM_017589"	"miR-222"	1000	"9-20"	"other"	0	-18	-0.191	-6.41	0.274	0.082	0.43	0.375	0.48	0.00525	0.642857142857143	0.578551491470754	0.589072072318887
"NM_017589"	"miR-222"	1000	"9-25"	"other"	0	-20.3	-0.191	-8.576	0.39	0.082	0.324	0.375	0.6	0.00370588235294118	0.642857142857143	0.674637377338324	0.741014911890512
"NM_017589"	"miR-222"	1000	"95-106"	"other"	0	-15.2	-2.098	-3.354	0.365	0.416	0.41	0.48	0.36	0.267	6.78571428571429	0.961640091052606	0.954608105668491
"NM_017589"	"miR-23b"	1000	"126-143"	"other"	1	-17.1	-0.358	4.386	0.338	0.481	0.484	0.36	0.44	0.001	9	0.989062859092574	0.999344147506403
"NM_017589"	"miR-23b"	1000	"126-146"	"other"	1	-18.6	-0.358	0.707999999999998	0.325	0.481	0.516	0.36	0.44	0.00161904761904762	9	0.988939090390381	0.997980934615451
"NM_017589"	"miR-24"	1000	"10-26"	"other"	0	-15.1	0	-3.828	0.406	0.077	0.314	0.333	0.6	0.00294117647058824	0.714285714285714	0.678872652699674	0.792196599867881
"NM_017589"	"miR-24"	1000	"120-139"	"other"	0	-15.5	-2.263	0.166	0.453	0.419	0.413	0.32	0.36	0.00885	8.57142857142857	0.984424832297034	0.985260514138648
"NM_017589"	"miR-24"	1000	"133-144"	"other"	0	-15.8	-2.889	-1.119	0.395	0.397	0.502	0.4	0.48	0.00125	9.5	0.992118721742233	0.99793869236025
"NM_017589"	"miR-24"	1000	"133-149"	"other"	0	-17.4	-2.889	-3.942	0.456	0.397	0.452	0.4	0.52	0.002	9.5	0.993320827075748	0.99973430101929
"NM_017589"	"miR-24"	1000	"175-190"	"other"	0	-15.6	-2.017	-4.729	0.375	0.556	0.36	0.52	0.68	0.7513125	12.5	0.998865885782302	0.999999490370622
"NM_017589"	"miR-24"	1000	"176-196"	"other"	0	-16.1	-0.301	-5.008	0.373	0.498	0.329	0.56	0.68	0.856857142857143	12.5714285714286	0.99890621531852	0.999999722321667
"NM_017589"	"miR-24"	1000	"176-202"	"other"	0	-16.7	-0.301	-1.995	0.366	0.498	0.36	0.56	0.68	0.888666666666667	12.5714285714286	0.998868680526913	0.999999455897378
"NM_017589"	"miR-24"	1000	"41-54"	"other"	0	-15.9	-0.315	-2.102	0.246	0.448	0.484	0.48	0.44	0.0787857142857143	2.92857142857143	0.801491970024674	0.762442899859155
"NM_017589"	"miR-24"	1000	"41-58"	"other"	0	-17.2	-0.315	-1.125	0.281	0.448	0.469	0.48	0.4	0.0612777777777778	2.92857142857143	0.79189026535952	0.738349166753994
"NM_017589"	"miR-24"	1000	"41-60"	"other"	0	-18.9	-0.315	-4.448	0.284	0.448	0.483	0.48	0.44	0.05515	2.92857142857143	0.807820479431892	0.759241280818273
"NM_017589"	"miR-24"	1000	"51-77"	"other"	0	-20.9	-3.909	0.373000000000001	0.515	0.258	0.406	0.6	0.44	0.00114814814814815	3.64285714285714	0.881481952915734	0.9769624699262
"NM_017589"	"miR-25"	1000	"118-130"	"other"	0	-16.5	0	-2.398	0.424	0.36	0.425	0.32	0.36	0.0186153846153846	8.42857142857143	0.982812730719092	0.972224478023887
"NM_017589"	"miR-25"	1000	"118-142"	"other"	0	-17.3	0	6.878	0.427	0.36	0.462	0.32	0.4	0.01024	8.42857142857143	0.983624546406482	0.990719810118356
"NM_017589"	"miR-25"	1000	"118-152"	"other"	0	-17.4	0	7.907	0.455	0.36	0.373	0.32	0.64	0.00791428571428571	8.42857142857143	0.990982602798862	0.999994475302546
"NM_017589"	"miR-25"	1000	"157-162"	"other"	0	-15	-0.799	-8.369	0.526	0.374	0.448	0.36	0.76	0.000166666666666667	11.2142857142857	0.9984248139007	0.999999900956563
"NM_017589"	"miR-25"	1000	"16-25"	"other"	0	-17.2	-4.619	-8.731	0.527	0.135	0.324	0.4	0.6	0.0011	1.14285714285714	0.750164334596366	0.865954090858004
"NM_017589"	"miR-25"	1000	"184-204"	"other"	1	-17.6	-1.106	-3.258	0.376	0.379	0.351	0.68	0.68	0.998714285714286	13.1428571428571	0.999220209785898	0.999999996257976
"NM_017589"	"miR-25"	1000	"27-41"	"other"	1	-18.9	-1.261	-5.792	0.437	0.409	0.27	0.36	0.56	0.0782	1.92857142857143	0.806293623853003	0.945229218968682
"NM_017589"	"miR-25"	1000	"4-20"	"other"	1	-15.2	-0.043	5.426	0.227	0.027	0.43	0.333	0.48	0.00617647058823529	0.285714285714286	0.526130499517351	0.598267078702663
"NM_017589"	"miR-25"	1000	"50-63"	"other"	0	-15.2	-0.376	-0.315999999999999	0.397	0.318	0.472	0.56	0.4	0.000714285714285714	3.57142857142857	0.853269008132204	0.897351052840507
"NM_017589"	"miR-25"	1000	"50-68"	"other"	0	-15.9	-0.376	4.164	0.348	0.318	0.533	0.56	0.48	0.000526315789473684	3.57142857142857	0.866082677575617	0.927995302887587
